Level,User Count,Play Count,Start Moves,Win Count,Win No Booster Count,Win Extra Moves,Win Merged RB,Win Garage SCs,Win Booster SCs,Win Moves,Win Moves Range,Win No Booster Moves,Win No Booster Moves Range,Win Scores,Win Scores Range,Win No Booster Scores,Win No Booster Scores Range,Win Time,Lose Moves,Lose Moves Range,Lose Time,Lose Rate (%),Lose No Booster Rate (%),Used Coins,Win Used Coins
2-5,1039,4302,15,3934,3907,1294,774,1058_2163_699,45_26_9,13,[7_34] (1_1),13,[8_23] (60_1),2484,[1500_4450],2484,[1500_3450],68,16,[0_23] (1_1),94,8.55,9.18,674,605
2-6,980,3666,20,3494,3477,500,274,1051_2537_946,39_13_10,16,[2_23] (1_38),16,[9_23] (27_38),3677,[2655_7080],3676,[2655_5055],94,21,[0_23] (1_51),119,4.69,5.16,375,375
3-1,1197,4603,20,4602,4600,3,0,1_0_0,3_2_0,7,[6_23] (670_1),7,[6_23] (670_1),4313,[1950_4900],4313,[1950_4900],41,0,[0_0] (1_1),2594,0.02,0.07,29,29
3-2,1314,5256,15,4631,4586,1856,434,2416_1406_596,32_44_14,13,[8_23] (24_2),13,[8_23] (22_1),2478,[1700_3350],2479,[1700_3300],61,16,[0_18] (2_240),88,11.89,12.75,862,755
3-3,1268,5527,14,4618,4564,2347,995,2572_1452_592,76_45_22,12,[2_20] (1_4),12,[7_20] (5_4),3621,[2930_5585],3621,[2930_4560],82,15,[1_17] (1_321),98,16.45,17.42,1087,1002
3-4,1184,4864,20,3456,3390,2164,815,3078_0_0,109_51_36,18,[0_30] (1_1),18,[8_28] (1_1),3810,[2610_7250],3808,[2610_5740],101,21,[0_23] (1_579),121,28.95,30.30,1449,1331
3-5,1083,5075,20,2625,2497,995,158,755_1518_691,42_90_68,14,[1_27] (1_2),14,[6_26] (10_2),3379,[1650_5950],3395,[1650_4905],100,21,[3_28] (1_7),138,48.28,50.80,2077,1497
4-1,964,2904,15,2279,2243,1525,116,1172_700_321,113_27_15,13,[2_32] (1_1),13,[6_23] (5_1),3795,[2900_6165],3793,[2900_5115],88,16,[9_23] (1_1),108,21.52,22.76,1093,1056
4-2,1079,3501,15,2700,2630,4194,19,2030_543_0,64_49_31,16,[2_32] (1_1),16,[12_32] (21_1),2612,[1550_5505],2609,[1550_4035],78,16,[0_23] (1_1),91,22.88,24.88,1436,1392
4-3,1023,3528,12,1535,1387,4296,5675,1299_235_0,157_137_45,14,[7_23] (1_1),14,[9_23] (1_1),3397,[2950_4505],3397,[2950_4505],101,14,[7_20] (2_2),106,56.49,60.69,3013,2730
4-4,974,3549,10,1387,1311,3176,20,963_164_0,181_62_34,11,[7_26] (10_1),11,[7_26] (8_1),2233,[1440_3935],2224,[1440_3935],76,12,[6_23] (1_1),81,60.92,63.06,2675,2182
4-5,896,3062,18,1996,1961,1529,312,539_1189_582,79_28_20,17,[2_26] (1_2),17,[7_26] (3_2),5116,[4450_7700],5114,[4450_7025],117,20,[14_26] (3_2),131,34.81,35.96,1083,920
4-6,899,2536,10,2334,2317,1060,124,482_1016_390,36_12_5,9,[6_15] (168_2),9,[6_15] (167_2),3075,[2155_3900],3075,[2155_3900],63,11,[0_13] (1_73),82,7.97,8.64,366,349
5-1,831,2055,20,437,269,520,15,146_110_151,65_121_99,20,[0_31] (7_1),21,[15_29] (2_1),3496,[3050_7100],3394,[3050_4400],97,20,[0_25] (4_7),97,78.73,86.91,3155,2940
5-2,895,2157,15,677,651,325,126,404_135_0,109_4_31,14,[9_29] (14_1),14,[9_28] (13_1),3148,[2055_4310],3134,[2055_4310],95,15,[0_27] (1_1),101,68.61,69.82,2187,1533
5-3,847,1981,20,747,663,495,50,265_300_178,157_63_37,20,[0_28] (1_1),20,[16_28] (1_1),4067,[3035_7450],4050,[3035_5050],93,20,[1_25] (1_5),99,62.29,66.53,2567,2425
5-4,765,2258,20,241,137,595,102,237_0_0,76_56_85,21,[5_30] (1_1),23,[20_30] (14_1),4053,[3515_6630],4104,[3600_5030],120,20,[8_25] (1_12),114,89.33,93.93,2888,2661
5-5,757,1515,20,727,683,265,19,176_367_165,42_21_43,18,[0_33] (2_1),18,[13_33] (2_1),3493,[2750_7050],3456,[2750_4400],109,20,[7_25] (1_8),127,52.01,54.92,1371,1237
5-6,684,1780,15,402,309,395,28,249_129_0,39_75_31,15,[4_22] (1_2),15,[10_22] (5_1),2805,[2400_4920],2771,[2400_3760],86,15,[9_20] (1_12),86,77.42,82.64,1970,1703
6-1,324,1724,20,1595,1581,362,128,889_520_196,28_7_11,16,[9_28] (5_2),16,[9_28] (4_2),3139,[2005_5170],3142,[2005_4420],80,20,[0_23] (3_49),157,7.48,8.29,353,333
6-2,382,1868,17,1806,1802,151,257,144_72_33,7_2_2,12,[9_22] (1_1),12,[10_22] (190_1),3040,[1850_3600],3040,[1850_3450],54,18,[0_30] (1_1),100,3.32,3.53,123,83
6-3,387,2006,20,1981,1972,35,42,1122_609_238,8_6_11,14,[3_26] (1_1),14,[9_26] (4_1),4225,[2800_6470],4223,[2800_6155],73,17,[0_23] (1_3),114,1.25,1.69,181,181
6-4,337,1422,20,1417,1414,18,75,408_700_305,11_3_5,13,[1_23] (1_2),13,[7_23] (4_2),4610,[3090_6955],4608,[3090_6050],83,21,[20_23] (3_2),108,0.35,0.56,117,117
6-5,335,1671,20,1646,1642,51,73,314_654_264,3_4_1,12,[7_23] (4_3),12,[7_23] (3_3),4102,[2465_5245],4101,[2465_5205],69,17,[0_23] (4_5),92,1.50,1.74,50,50
6-6,300,1701,15,1692,1690,27,91,434_835_318,9_2_1,9,[5_18] (10_2),9,[5_18] (10_2),3750,[2350_4680],3750,[2350_4680],65,13,[0_15] (1_8),83,0.53,0.65,66,66
6-7,286,1250,20,1250,1246,0,36,173_309_97,1_2_3,10,[1_20] (1_1),10,[7_20] (70_1),4631,[2700_6485],4628,[2700_5350],60,,,,,0.32,44,44
6-8,271,1348,20,1345,1341,3,16,187_378_136,6_1_7,9,[0_24] (1_1),9,[3_23] (16_1),4511,[2205_6250],4512,[2205_5650],54,1,[0_2] (1_1),1608,0.22,0.52,94,94
7-1,548,3105,18,2422,2383,1068,113,1762_311_274,206_25_16,15,[7_31] (1_1),15,[7_26] (1_3),3751,[2500_5350],3754,[2500_5350],80,19,[0_26] (1_1),103,22.00,23.25,1562,1459
7-2,565,3624,15,1452,1367,2110,278,1010_172_226,132_56_83,15,[0_40] (5_1),15,[8_27] (2_1),2697,[2100_5350],2663,[2100_3900],107,17,[0_33] (1_1),130,59.93,62.28,3043,2425
7-3,581,2944,15,2646,2627,1196,165,1303_237_187,59_17_13,13,[0_20] (2_1),13,[9_20] (25_1),2626,[1900_5165],2625,[1900_3760],70,16,[9_18] (1_103),93,10.12,10.77,588,583
7-4,484,2729,18,1692,1653,1462,206,380_805_383,142_23_39,17,[0_33] (2_1),17,[9_33] (1_1),3999,[2250_7350],3994,[2250_5550],81,20,[17_31] (2_1),98,38.00,39.43,2084,1819
8-1,451,2198,20,770,698,1474,94,540_379_179,241_66_54,21,[2_34] (1_1),21,[14_34] (3_1),4146,[3400_7650],4112,[3400_5850],151,22,[8_28] (1_6),158,64.97,68.24,3021,2579
8-2,527,2302,15,1467,1406,2043,717,1117_144_186,113_35_34,15,[0_26] (2_1),15,[8_26] (1_1),3233,[2590_5830],3221,[2590_4705],92,17,[9_23] (1_7),105,36.27,38.92,1702,1498
8-3,490,1784,20,1781,1779,30,1398,606_361_141,2_0_9,9,[1_23] (1_2),9,[3_23] (185_2),7065,[4700_8550],7066,[4700_8230],70,14,[0_23] (1_1),84,0.17,0.28,85,85
8-4,454,1691,18,1344,1310,1050,136,1064_146_119,78_29_22,17,[9_28] (3_2),17,[9_28] (3_2),3399,[2255_4675],3402,[2255_4675],91,19,[0_31] (2_1),116,20.52,22.53,1062,967
9-1,411,1408,12,788,734,1765,345,464_78_93,152_40_31,13,[0_26] (1_2),14,[8_26] (1_2),3226,[2605_5165],3218,[2605_4510],94,14,[7_20] (1_1),98,44.03,47.87,2016,1821
9-2,427,1346,15,863,811,1470,53,599_139_124,74_65_23,15,[8_26] (3_1),15,[8_26] (3_1),3153,[2570_4210],3152,[2570_4210],104,17,[14_20] (1_2),122,35.88,39.75,1580,1480
9-3,417,1269,13,837,783,1253,39,17_1_4,80_23_66,13,[0_33] (2_1),13,[10_24] (78_1),2590,[2000_4850],2564,[2000_3500],84,15,[9_21] (1_3),109,34.04,38.30,1633,1456
9-4,394,1154,20,481,459,1021,375,193_287_0,139_7_35,21,[12_39] (1_1),21,[14_39] (1_1),5582,[4150_7470],5570,[4150_7185],148,22,[1_53] (1_1),161,58.32,60.23,2355,1859
10-1,258,585,16,144,91,555,20,78_44_25,110_55_45,19,[11_38] (1_2),20,[14_38] (1_2),4864,[4300_6200],4912,[4300_6200],130,16,[15_26] (2_2),101,75.38,84.44,2841,2564
10-2,253,639,20,104,34,295,9,63_24_27,129_78_67,22,[0_55] (1_1),23,[18_30] (1_1),4439,[3770_7705],4280,[3770_5255],184,20,[0_35] (1_1),131,83.72,94.68,3141,2571
10-3,248,523,20,194,152,245,9,105_88_0,65_30_40,20,[1_41] (1_1),20,[15_40] (5_1),3610,[2800_7250],3501,[2800_4410],118,20,[15_30] (1_1),125,62.91,70.94,1686,1462
10-4,244,368,20,245,214,125,23,66_123_52,80_24_34,17,[2_34] (1_1),17,[9_34] (1_1),5079,[3505_7505],5034,[3505_7330],124,20,[20_30] (119_1),136,33.42,41.85,1231,1148
10-5,208,381,20,168,145,165,6,36_93_46,68_16_24,20,[0_29] (1_1),20,[12_29] (1_1),3804,[3050_7500],3773,[3050_5065],133,20,[0_25] (1_2),118,55.91,61.94,1032,974
10-6,211,388,15,140,102,240,15,86_21_0,55_47_17,16,[11_22] (3_1),16,[13_21] (1_2),2818,[2200_4090],2760,[2200_4090],116,15,[14_20] (1_1),101,63.92,73.71,1255,1204
11-1,103,484,20,476,472,21,186,245_153_75,6_2_5,14,[5_23] (1_3),14,[7_23] (2_3),5257,[3720_6955],5250,[3720_6605],86,21,[20_23] (5_3),167,1.65,2.48,85,85
11-2,125,564,20,539,519,59,18,177_109_36,6_16_17,11,[3_36] (1_1),11,[5_23] (4_3),5400,[3700_8050],5387,[3700_6250],68,20,[8_23] (1_6),113,4.43,7.98,343,343
11-3,104,613,22,462,436,287,64,406_76_59,35_36_11,20,[1_29] (1_1),20,[12_29] (2_1),5551,[4745_9550],5539,[4745_7135],122,23,[12_25] (1_60),133,24.63,28.87,555,548
11-4,120,556,20,515,495,131,74,32_68_26,16_18_16,12,[6_28] (1_2),12,[6_28] (1_1),4574,[2815_5900],4610,[2815_5900],68,21,[0_23] (1_21),105,7.37,10.97,473,434
11-5,115,611,20,606,602,24,6,138_326_143,9_4_0,13,[7_23] (1_3),13,[7_23] (1_2),4829,[3100_6050],4834,[3100_6050],95,23,[23_23] (5_5),160,0.82,1.47,80,73
11-6,109,506,20,506,502,8,28,69_156_52,1_1_9,10,[2_22] (1_1),10,[7_22] (40_1),4356,[2700_5955],4350,[2700_5045],60,,,,,0.79,96,96
11-7,94,520,20,426,399,120,175,118_227_89,25_26_14,12,[4_66] (1_1),12,[6_66] (21_1),4282,[2250_6450],4327,[2250_5650],70,20,[8_23] (1_23),105,18.08,23.27,749,622
12-1,158,992,12,423,378,1279,16,358_57_0,120_40_29,14,[7_28] (1_1),14,[11_27] (8_1),2315,[1850_3550],2291,[1850_3500],86,13,[3_20] (1_2),80,57.36,61.90,1973,1859
12-2,173,867,20,572,544,1057,725,559_286_0,84_10_35,21,[6_43] (1_1),21,[15_42] (4_1),5584,[4040_8440],5557,[4040_6970],166,22,[14_33] (1_3),173,34.03,37.25,2200,1980
12-3,169,780,20,509,486,867,649,529_263_0,98_18_26,21,[0_36] (1_1),21,[14_36] (1_1),5634,[4115_9400],5619,[4115_6865],163,22,[12_28] (1_2),206,34.74,37.69,1355,1266
12-4,155,795,18,455,370,1103,199,328_63_53,53_75_55,19,[0_28] (3_1),20,[14_28] (1_1),3380,[2680_6855],3336,[2680_4360],109,20,[18_26] (128_2),124,42.77,53.46,1712,1597
13-1,146,442,12,393,358,494,70,286_59_45,59_33_9,12,[7_18] (1_2),12,[8_18] (1_2),3406,[2855_4400],3398,[2855_4200],85,14,[12_25] (13_1),101,11.09,19.00,721,686
13-2,143,542,18,339,271,563,5,245_46_49,79_61_44,18,[0_31] (1_1),18,[14_30] (2_2),3536,[2830_6575],3516,[2830_4525],107,20,[18_33] (59_1),124,37.45,50.00,1888,1631
13-3,163,547,18,320,241,601,4,157_101_59,81_84_66,18,[0_37] (3_1),18,[13_37] (2_1),3595,[2930_6605],3539,[2930_4335],113,20,[18_31] (69_1),122,41.50,55.94,2399,2211
13-4,126,383,23,274,226,398,35,210_28_26,45_41_40,22,[0_36] (5_1),22,[17_31] (2_2),4272,[3350_7750],4181,[3350_5050],116,25,[5_31] (1_2),131,28.46,40.99,1201,1059
14-1,118,361,12,163,137,724,41,53_100_0,117_1_37,16,[3_32] (1_1),16,[11_32] (1_1),4487,[3550_6545],4427,[3550_5880],129,15,[12_25] (30_1),135,54.85,62.05,2106,1904
14-2,113,300,15,196,143,469,17,156_35_30,95_51_44,17,[9_27] (2_1),17,[11_27] (3_1),6143,[4945_8065],6064,[4945_8065],126,17,[13_18] (1_70),117,34.67,52.33,1528,1503
14-3,109,369,12,126,46,626,6,68_35_18,106_83_94,16,[1_31] (1_1),18,[12_31] (3_1),4115,[2870_5515],4015,[2870_5505],160,14,[9_20] (1_8),129,65.85,87.53,2961,2804
14-4,106,261,28,193,165,413,152,165_32_36,26_28_26,28,[10_49] (1_1),28,[19_47] (1_1),6449,[4700_9640],6444,[4700_7755],133,31,[28_41] (10_1),151,26.05,36.78,1264,1122
15-1,85,168,15,97,5,375,4,45_11_0,53_77_117,17,[1_37] (1_1),19,[16_21] (1_2),3920,[3055_5850],3567,[3200_4180],136,16,[14_25] (1_5),124,42.26,97.02,3034,2672
15-2,74,162,20,91,53,525,13,92_9_0,91_9_73,24,[0_47] (3_1),26,[19_40] (1_1),5709,[3900_9240],5476,[3900_7005],207,20,[20_35] (69_1),164,43.83,67.28,2769,2663
15-3,82,165,18,86,30,200,176,0,90_47_62,18,[0_33] (2_1),22,[15_33] (1_1),4472,[3290_7100],3981,[3520_4720],130,19,[12_33] (1_1),108,47.88,81.82,1970,1718
15-4,78,162,14,59,11,90,2,0,71_5_70,12,[0_49] (4_1),18,[12_29] (5_2),2646,[1600_4450],2092,[1600_2900],133,15,[2_84] (2_1),136,63.58,93.21,2146,1181
