Level,User Count,Play Count,Start Moves,Win Count,Win No Booster Count,Win Extra Moves,Win Merged RB,Win Garage SCs,Win Booster SCs,Win Moves,Win Moves Range,Win No Booster Moves,Win No Booster Moves Range,Win Scores,Win Scores Range,Win No Booster Scores,Win No Booster Scores Range,Win Time,Lose Moves,Lose Moves Range,Lose Time,Lose Rate (%),Lose No Booster Rate (%),Used Coins,Win Used Coins
5-1,854,2162,20,450,287,440,14,141_101_180,46_126_102,19,[0_26] (7_1),20,[15_26] (1_1),3489,[3050_7100],3347,[3050_4105],97,20,[0_25] (2_4),99,79.19,86.73,2925,2712
5-2,914,2311,15,693,658,475,127,426_141_0,135_5_48,14,[9_28] (8_1),14,[9_28] (7_1),3116,[2055_4420],3096,[2055_4420],93,15,[9_30] (3_1),102,70.01,71.53,2897,2139
5-3,878,2126,20,785,672,620,91,298_311_167,167_84_53,20,[0_25] (1_6),20,[16_25] (1_5),4102,[3230_7450],4076,[3350_5295],96,20,[3_25] (1_3),95,63.08,68.39,3076,2964
5-4,838,2555,20,311,177,895,124,307_0_0,81_81_104,22,[0_31] (1_2),23,[20_31] (10_2),4110,[3590_7615],4161,[3600_5170],117,20,[8_25] (1_13),107,87.83,93.07,3951,3651
5-5,772,1475,20,766,703,280,27,165_414_175,55_34_61,18,[0_30] (5_1),18,[13_30] (3_1),3475,[2805_7050],3436,[2805_4400],110,20,[11_25] (1_11),134,48.07,52.34,1722,1537
5-6,735,1937,15,462,337,545,12,275_147_0,43_109_43,15,[4_24] (1_1),15,[10_24] (2_1),2821,[2400_4660],2786,[2400_3800],87,15,[7_20] (1_18),84,76.15,82.60,2686,2378
6-1,337,1633,20,1515,1499,296,188,838_472_209,41_15_12,16,[9_26] (10_1),16,[9_26] (9_1),3161,[2010_4455],3163,[2010_4425],80,21,[0_23] (1_39),155,7.23,8.21,452,442
6-2,387,2195,17,2103,2094,204,270,152_95_43,17_9_5,12,[9_23] (3_3),12,[10_23] (248_2),3039,[1700_3940],3040,[1700_3940],55,17,[0_20] (2_36),160,4.19,4.60,277,252
6-3,394,1847,20,1831,1824,21,49,1013_546_244,5_0_17,14,[0_23] (2_2),14,[8_23] (4_2),4242,[2900_7130],4235,[2900_5470],72,18,[0_23] (1_1),87,0.87,1.25,166,166
6-4,349,1735,20,1723,1716,27,130,415_953_357,21_5_7,13,[4_23] (1_2),13,[7_23] (2_2),4584,[2815_6380],4584,[2815_5745],82,17,[0_23] (2_5),97,0.69,1.10,203,198
6-5,353,1870,20,1842,1831,68,97,359_712_304,9_19_8,13,[1_24] (1_2),13,[7_24] (1_2),4072,[2370_6405],4068,[2370_5205],70,14,[0_23] (7_5),123,1.50,2.09,252,247
6-6,330,1736,15,1727,1723,45,115,440_859_329,8_3_2,9,[5_18] (13_2),9,[5_18] (13_2),3721,[2210_4720],3722,[2210_4720],67,14,[1_18] (1_2),419,0.52,0.75,81,76
6-7,320,1731,20,1727,1721,3,39,227_451_160,3_8_3,10,[2_21] (1_1),10,[7_21] (85_1),4633,[2665_6900],4629,[2665_5350],60,2,[0_7] (2_1),20,0.23,0.58,95,95
6-8,298,1560,20,1556,1556,0,30,205_409_156,9_0_0,8,[3_20] (16_3),8,[3_20] (16_3),4579,[2200_5950],4579,[2200_5950],54,2,[0_7] (2_1),260,0.26,0.26,45,45
7-1,562,3116,18,2544,2477,1288,180,1803_300_297,293_46_55,15,[0_25] (3_1),15,[7_25] (2_1),3746,[2350_6750],3742,[2350_5450],85,20,[0_26] (1_1),103,18.36,20.51,2512,2341
7-2,632,4419,15,1807,1685,2557,299,1215_233_289,189_64_126,15,[0_38] (5_1),15,[8_38] (2_1),2686,[2000_5400],2653,[2000_4100],111,17,[1_28] (1_2),128,59.11,61.87,4119,3196
7-3,562,3025,15,2737,2706,1357,142,1384_249_221,69_19_27,13,[0_20] (2_1),13,[9_20] (19_1),2620,[1950_5235],2617,[1950_3380],68,16,[0_18] (1_116),94,9.52,10.55,754,744
7-4,505,3064,18,1839,1797,1647,462,382_839_424,161_18_43,17,[11_32] (12_1),17,[11_32] (12_1),4064,[2450_5400],4068,[2450_5400],84,20,[11_26] (1_6),96,39.98,41.35,2458,2213
8-1,492,2342,20,845,734,1821,87,609_426_190,330_95_125,21,[3_31] (1_1),21,[14_31] (2_1),4174,[3340_7450],4107,[3340_5410],157,22,[3_28] (1_11),156,63.92,68.66,4410,3931
8-2,542,2186,15,1602,1528,2134,738,1219_161_192,134_49_59,15,[0_25] (2_1),15,[8_25] (3_1),3250,[2515_5830],3234,[2515_4395],90,17,[11_18] (1_391),108,26.72,30.10,1855,1781
8-3,516,2144,15,1190,1111,2854,2596,1186_151_160,92_60_95,16,[0_30] (2_1),16,[10_30] (2_1),6152,[5225_8350],6145,[5515_7305],109,17,[14_23] (2_5),113,44.50,48.18,3093,2828
8-4,501,1971,18,1537,1497,1290,170,1211_156_145,110_33_41,17,[0_29] (1_1),17,[8_29] (1_1),3417,[2455_6600],3416,[2455_4910],92,20,[17_26] (1_1),112,22.02,24.05,1454,1378
9-1,409,1305,12,814,745,1878,371,486_76_93,154_68_42,13,[4_25] (1_1),13,[7_24] (1_2),3250,[2610_5205],3241,[2610_4365],94,15,[10_20] (1_3),105,37.62,42.91,2437,2337
9-2,448,1252,15,872,801,1669,53,652_116_102,86_67_40,16,[1_25] (1_1),16,[9_25] (3_1),3153,[2610_5600],3145,[2610_4250],103,17,[3_18] (1_291),120,30.35,36.02,1917,1873
9-3,415,1148,13,752,662,1174,46,6_5_3,103_58_99,13,[0_25] (4_1),14,[10_25] (49_1),2605,[1950_4850],2571,[2055_3550],84,15,[5_26] (1_1),106,34.49,42.33,2123,2017
9-4,390,1283,20,610,574,1449,404,239_375_0,191_9_73,21,[0_44] (4_2),21,[13_44] (2_2),5625,[4150_9405],5583,[4150_7305],149,22,[12_38] (1_1),157,52.46,55.26,3581,3227
10-1,251,574,16,144,76,540,20,74_38_32,85_85_48,19,[10_41] (1_1),20,[14_31] (2_1),4862,[4300_7000],4861,[4350_5955],127,16,[16_21] (420_10),99,74.91,86.76,2772,2640
10-2,260,659,20,135,41,615,10,73_49_32,138_110_91,24,[1_52] (1_1),27,[15_52] (1_1),4544,[3730_7500],4733,[3755_6150],190,20,[16_30] (1_5),130,79.51,93.78,4542,4026
10-3,279,560,20,214,161,360,7,127_84_0,95_37_45,20,[0_39] (1_2),21,[15_38] (1_1),3732,[2850_7250],3595,[2850_5000],115,20,[20_35] (335_1),116,61.79,71.25,2338,2045
10-4,237,380,20,275,229,70,23,67_146_58,97_27_61,17,[1_26] (2_1),17,[10_26] (3_1),5140,[3500_8040],5067,[3500_6700],123,20,[20_25] (100_5),124,27.63,39.74,1367,1300
10-5,233,414,20,201,161,230,8,39_115_58,89_28_50,19,[0_31] (2_1),20,[12_28] (2_2),3876,[3000_7500],3815,[3000_5055],134,20,[19_25] (1_2),130,51.45,61.11,1604,1541
10-6,200,377,15,146,96,275,11,91_28_0,54_53_40,16,[1_29] (1_1),16,[13_23] (2_2),2957,[2200_5550],2857,[2200_4050],112,15,[15_20] (229_2),102,61.27,74.54,1565,1517
11-1,116,675,20,648,643,77,322,363_202_82,13_3_7,15,[0_24] (1_2),15,[7_24] (4_2),5084,[3825_7955],5076,[3825_6535],91,16,[0_23] (5_6),102,4.00,4.74,153,153
11-2,144,838,20,792,762,47,25,265_178_79,18_25_25,12,[1_23] (2_1),12,[5_23] (2_1),5387,[3405_6850],5373,[3405_6245],70,20,[0_23] (3_20),194,5.49,9.07,476,471
11-3,127,796,22,586,553,517,70,504_99_95,58_24_35,21,[0_32] (2_1),21,[10_32] (1_1),5552,[4670_9455],5538,[4670_7515],122,23,[1_27] (1_1),130,26.38,30.53,959,921
11-4,112,740,20,659,637,162,137,49_107_46,17_21_37,14,[0_25] (1_2),14,[8_24] (12_1),4227,[2905_6950],4240,[2905_5355],69,22,[20_23] (36_45),101,10.95,13.92,583,562
11-5,119,526,20,520,510,12,6,123_286_109,15_11_16,13,[1_23] (1_1),13,[8_23] (2_1),4784,[3150_7300],4779,[3150_5905],92,19,[1_23] (1_5),97,1.14,3.04,282,282
11-6,104,525,20,524,522,0,21,60_155_56,8_2_3,10,[6_19] (1_1),10,[7_19] (51_1),4435,[2510_5405],4433,[2510_5255],63,0,[0_0] (1_1),7,0.19,0.57,79,79
11-7,104,610,20,472,441,136,208,131_255_122,15_48_13,12,[4_28] (1_2),12,[4_28] (1_1),4195,[2350_6050],4248,[2350_6050],73,21,[7_33] (2_1),107,22.62,27.70,663,556
12-1,164,1017,12,469,421,1479,15,402_56_0,129_54_37,15,[3_31] (1_1),15,[11_31] (9_1),2316,[1700_3815],2296,[1700_3550],87,14,[5_20] (1_1),87,53.88,58.60,2386,2336
12-2,193,1184,20,753,723,1438,965,802_388_0,183_19_27,21,[0_39] (1_2),21,[15_39] (5_1),5630,[4140_9655],5606,[4140_7095],161,22,[13_30] (1_1),165,36.40,38.94,2606,2450
12-3,186,898,20,644,610,1284,816,637_334_0,167_15_56,21,[0_36] (1_1),21,[15_35] (4_1),5627,[4440_9430],5588,[4440_6885],169,22,[19_33] (1_1),186,28.29,32.07,2458,2377
12-4,168,969,18,442,352,1156,131,321_54_61,92_92_61,20,[0_39] (1_1),20,[15_39] (6_1),3362,[2755_6555],3309,[2755_5310],110,20,[11_26] (3_2),112,54.39,63.67,2262,2198
13-1,152,492,12,430,388,549,73,322_50_55,88_37_23,12,[7_18] (2_1),12,[8_18] (1_1),3448,[2850_5750],3429,[2850_4550],82,14,[0_15] (1_46),87,12.60,21.14,1028,1028
13-2,177,669,18,377,276,727,8,292_35_49,105_109_88,19,[0_36] (2_1),19,[13_36] (1_1),3568,[2980_6625],3537,[2980_4580],113,21,[18_36] (60_1),128,43.65,58.74,3313,2815
13-3,155,576,18,350,261,686,4,185_110_56,129_106_75,18,[0_36] (3_2),18,[13_36] (1_1),3614,[3040_6625],3545,[3040_4575],108,20,[0_26] (1_4),125,39.24,54.69,2982,2856
13-4,137,507,23,375,299,500,47,280_41_40,76_70_63,22,[0_33] (2_2),23,[18_31] (4_1),4233,[3000_8150],4167,[3000_5050],112,25,[4_31] (1_3),127,26.04,41.03,1768,1685
14-1,132,380,12,206,170,1026,46,60_135_0,165_7_54,16,[0_30] (2_1),17,[11_30] (1_1),4571,[3550_6725],4502,[3550_6050],135,15,[12_25] (29_1),139,45.79,55.26,3042,2934
14-2,125,360,15,241,165,516,16,199_32_39,126_54_77,16,[0_28] (1_1),16,[10_28] (1_1),6123,[4940_8350],5960,[4940_7850],121,18,[15_43] (22_1),123,33.06,54.17,2193,2021
14-3,135,468,12,156,61,898,11,68_54_30,174_99_130,17,[0_36] (1_1),19,[9_36] (1_1),4178,[2870_5910],4197,[2870_5435],153,14,[3_20] (1_9),127,66.67,86.97,4606,4367
14-4,111,293,28,211,164,584,208,212_35_45,120_81_41,29,[0_45] (1_1),29,[19_45] (1_1),6518,[4950_11600],6456,[4950_7800],144,30,[28_36] (19_1),138,27.99,44.03,2339,2281
15-1,99,171,15,114,6,410,3,54_12_0,66_98_160,17,[0_31] (1_1),19,[15_23] (1_1),3869,[2875_6050],3647,[3180_4275],133,17,[15_45] (45_1),123,33.33,96.49,3710,3332
15-2,102,214,20,125,78,740,22,116_28_0,158_19_76,25,[0_40] (3_1),27,[19_40] (1_1),5784,[4205_9165],5668,[4205_7480],198,21,[20_35] (73_1),173,41.59,63.55,4035,3689
15-3,100,216,18,129,29,360,186,2_2_1,139_76_180,16,[0_91] (9_1),24,[16_91] (1_1),4878,[2900_7470],4160,[3520_7470],118,18,[2_33] (1_1),105,40.28,86.57,4281,4030
15-4,85,182,14,56,3,90,0,0,4_8_100,10,[0_43] (6_1),17,[17_17] (3_3),2846,[1650_4450],2100,[2100_2100],103,15,[3_34] (1_1),160,69.23,98.35,1828,1168
