Level,User Count,Play Count,Start Moves,Win Count,Win No Booster Count,Win Extra Moves,Win Merged RB,Win Garage SCs,Win Booster SCs,Win Moves,Win Moves Range,Win No Booster Moves,Win No Booster Moves Range,Win Scores,Win Scores Range,Win No Booster Scores,Win No Booster Scores Range,Win Time,Lose Moves,Lose Moves Range,Lose Time,Lose Rate (%),Lose No Booster Rate (%),Used Coins,Win Used Coins
34,720,1535,20,714,617,215,237,696_121_10,65_123_5,17,[7_25] (1_8),17,[9_25] (1_6),3876,[3350_4505],3885,[3350_4420],129,20,[0_25] (1_17),134,53.49,59.80,2249,1590
35,679,834,18,707,688,30,1290,439_209_14,20_23_1,11,[5_23] (2_1),11,[6_23] (77_1),3554,[2850_4000],3560,[2850_4000],80,18,[0_23] (1_2),113,15.23,17.51,382,320
36,674,710,15,704,704,0,5,6_3_0,0,6,[5_15] (373_1),6,[5_15] (373_1),2626,[2105_2730],2626,[2105_2730],43,8,[6_15] (1_3),79,0.85,0.85,0,0
37,671,728,25,714,711,5,94,114_58_1,3_3_0,11,[6_28] (23_1),11,[6_28] (23_1),4637,[3800_4955],4638,[3800_4955],82,21,[0_25] (1_11),131,1.92,2.34,45,45
38,709,1951,18,672,588,350,84,432_222_13,70_91_8,17,[12_24] (2_3),17,[12_24] (2_2),3289,[2705_3855],3287,[2705_3805],108,18,[0_28] (6_2),116,65.56,69.86,2302,1668
39,680,1800,20,659,586,165,97,394_264_17,67_75_7,18,[11_26] (4_1),18,[11_26] (3_1),3780,[3350_4380],3784,[3355_4380],127,20,[1_25] (1_13),127,63.39,67.44,1755,1215
40,646,821,15,655,646,5,239,273_163_10,7_9_1,9,[4_17] (32_1),9,[4_17] (32_1),2338,[1865_2680],2340,[1865_2680],81,15,[0_15] (1_159),117,20.22,21.32,189,114
41,644,769,20,690,681,0,135,436_223_12,8_7_3,11,[5_20] (6_7),11,[5_20] (6_5),2788,[2155_3115],2790,[2155_3115],92,19,[0_25] (1_1),168,10.27,11.44,174,112
42,668,1244,17,687,665,45,2,471_195_22,37_22_2,14,[7_24] (2_1),14,[7_24] (1_1),2191,[1800_2850],2189,[1800_2850],100,17,[9_22] (1_1),120,44.77,46.54,662,444
43,636,720,15,698,668,0,11,4_1_3,0_0_40,7,[2_15] (3_10),7,[4_15] (108_10),2587,[2155_2855],2589,[2155_2780],123,14,[8_15] (1_20),92,3.06,7.22,328,328
44,640,885,15,641,568,10,5,291_169_85,6_8_80,11,[3_16] (1_2),11,[7_16] (2_2),2373,[1920_2685],2377,[1920_2685],96,15,[6_20] (2_2),122,27.57,35.82,1027,754
45,678,1935,20,626,404,130,932,637_133_182,49_28_270,18,[0_26] (1_1),19,[11_25] (1_2),3853,[3365_4680],3858,[3365_4390],138,20,[0_25] (5_8),138,67.65,79.12,3848,2884
46,607,634,20,633,632,0,6,206_110_48,0_1_0,8,[5_16] (57_4),8,[5_16] (57_4),3083,[2550_3400],3083,[2550_3400],56,10,[10_10] (1_1),115,0.16,0.32,7,7
47,608,626,20,624,624,0,1055,4_0_1,1_0_0,5,[4_16] (267_1),5,[4_16] (267_1),3399,[2650_3725],3399,[2650_3725],47,12,[3_20] (1_1),73,0.32,0.32,13,5
48,601,630,25,614,603,0,10,230_148_68,6_1_11,15,[9_26] (8_2),15,[9_26] (8_1),2891,[2250_3310],2892,[2250_3310],84,24,[6_25] (1_15),125,2.54,4.29,134,126
49,606,855,20,613,563,55,110,343_185_89,21_3_57,17,[11_25] (8_1),17,[11_23] (8_2),3349,[2675_4230],3349,[2675_4230],114,19,[0_25] (3_2),131,28.30,34.15,859,690
50,655,3245,15,577,332,550,16,238_186_147,110_57_255,15,[7_23] (1_1),15,[11_23] (7_1),3514,[3155_4105],3532,[3155_4105],112,15,[0_20] (2_11),98,82.22,89.77,4719,4031
51,565,655,15,653,653,0,0,3_2_0,1_0_0,4,[3_14] (405_1),4,[3_14] (405_1),3065,[2050_3730],3065,[2050_3730],33,8,[0_15] (1_1),38,0.31,0.31,5,5
52,562,665,20,578,550,0,645,422_208_118,11_6_29,14,[5_21] (2_1),14,[5_20] (2_28),4854,[4090_5400],4865,[4200_5400],112,20,[9_25] (1_1),147,13.08,17.29,358,334
53,576,835,25,704,675,5,236,165_94_54,22_7_28,18,[7_26] (2_3),18,[7_26] (1_1),3286,[2150_4260],3276,[2150_3945],114,24,[4_30] (1_1),144,15.69,19.16,448,394
54,560,614,20,602,601,0,353,26_12_6,1_0_1,12,[6_20] (1_8),12,[6_20] (1_8),3366,[2315_3800],3366,[2315_3800],72,16,[1_20] (1_9),119,1.95,2.12,21,13
55,565,1151,20,559,494,80,68,440_243_167,35_32_57,18,[6_30] (1_1),18,[10_26] (1_1),3450,[2950_4080],3450,[2950_3955],129,20,[0_25] (1_2),135,51.43,57.08,1240,1010
56,536,813,20,566,545,65,81,236_114_68,31_9_16,17,[11_31] (5_1),17,[11_31] (5_1),2338,[1855_2975],2338,[1855_2975],116,20,[0_25] (1_1),122,30.38,32.96,612,502
57,543,1329,20,540,501,40,14,296_175_114,21_15_43,17,[7_23] (1_2),17,[9_23] (1_2),3784,[3350_4305],3785,[3350_4200],122,20,[0_30] (1_3),141,59.37,62.30,1211,629
58,563,1578,25,538,461,150,38,335_218_160,71_24_78,23,[11_35] (1_1),23,[12_35] (1_1),3492,[2980_4330],3481,[2980_4330],154,25,[3_30] (2_4),162,65.91,70.79,1708,1441
59,524,610,25,544,530,0,148,326_196_96,11_2_15,19,[7_26] (1_1),19,[9_26] (1_1),3504,[2800_4040],3503,[2800_3900],108,24,[0_25] (2_61),133,10.82,13.11,218,191
60,603,2441,25,555,476,260,144,851_258_0,102_53_72,24,[14_35] (1_1),24,[17_33] (2_2),4404,[3155_5240],4409,[3155_5240],177,25,[0_30] (2_12),178,77.26,80.50,2621,2000
61,540,584,15,565,563,0,3,15_10_5,3_0_2,8,[4_15] (15_4),8,[4_15] (15_4),2640,[2050_3450],2639,[2050_3450],47,14,[3_15] (1_17),76,3.25,3.60,66,31
62,575,1640,20,526,464,200,31,242_181_69,38_31_56,17,[2_28] (2_3),17,[7_28] (1_2),4175,[2750_5850],4183,[3100_5850],88,20,[0_25] (3_20),99,67.93,71.71,1680,1241
63,520,558,20,539,536,10,304,242_126_59,4_1_4,13,[4_25] (1_1),13,[8_25] (10_1),2779,[1925_3555],2777,[1925_3450],81,19,[2_20] (1_17),125,3.41,3.94,83,78
64,619,3371,25,492,393,195,68,302_284_212,112_49_100,22,[1_36] (1_1),22,[10_32] (1_1),4972,[3820_6855],4929,[3820_6855],148,25,[0_30] (4_35),149,85.40,88.34,3415,2078
65,551,2920,15,526,408,360,40,218_194_93,90_76_74,14,[2_31] (1_1),14,[8_31] (6_1),3472,[2615_5130],3455,[2615_5130],102,15,[0_20] (1_19),94,81.99,86.03,2939,2291
66,464,512,15,475,471,20,0,30_12_15,3_3_2,8,[3_19] (1_1),8,[5_18] (49_1),2230,[1750_3170],2226,[1750_2750],52,15,[6_15] (1_36),97,7.23,8.01,88,88
67,492,1645,20,460,444,160,26,241_117_103,37_6_20,18,[10_43] (1_1),18,[10_30] (1_1),4263,[3425_5600],4256,[3425_4900],119,20,[0_45] (1_1),132,72.04,73.01,1561,788
68,464,850,20,454,446,40,61,218_98_82,11_0_8,17,[8_26] (1_1),17,[8_26] (1_1),2847,[1940_3535],2847,[1940_3535],98,20,[0_25] (1_3),113,46.59,47.53,270,201
69,482,1582,18,448,426,175,24,243_134_96,74_17_8,17,[12_27] (5_1),17,[12_27] (5_1),3333,[2605_4050],3332,[2605_4050],110,18,[9_23] (1_2),102,71.68,73.07,1099,896
70,502,2437,20,440,376,160,31,225_139_93,71_31_49,18,[9_36] (1_1),18,[9_26] (1_2),4748,[3745_6375],4711,[3745_5885],127,20,[0_25] (1_8),124,81.95,84.57,1703,1302
71,511,2998,15,429,398,170,20,31_9_34,52_11_31,14,[3_24] (1_1),14,[6_23] (1_1),3154,[2055_5455],3119,[2055_5005],76,15,[1_20] (1_9),77,85.69,86.72,1299,926
72,454,1869,20,405,393,145,49,240_120_61,38_4_13,18,[11_33] (3_1),18,[11_33] (3_1),3417,[2530_4155],3410,[2530_4155],132,20,[0_25] (2_9),139,78.33,78.97,1066,616
73,408,526,20,411,402,15,186,224_121_66,13_3_6,16,[8_23] (2_2),16,[8_23] (2_2),3504,[3100_3895],3507,[3100_3895],92,20,[19_20] (1_114),115,21.86,23.57,168,161
74,443,1736,15,553,540,115,17,233_80_0,54_2_13,14,[0_23] (1_1),14,[7_20] (1_6),2282,[1550_3150],2276,[1550_3055],93,15,[0_20] (1_6),94,68.15,68.89,821,607
75,464,2624,25,363,304,90,108,400_78_117,63_40_59,21,[8_32] (1_1),21,[8_31] (1_2),4808,[3265_7020],4750,[3660_6445],147,25,[0_40] (1_1),147,86.17,88.41,1841,1252
76,367,879,20,351,335,110,52,184_112_54,38_15_12,18,[10_30] (2_1),18,[10_25] (2_1),2912,[2415_3555],2904,[2415_3555],109,20,[1_25] (1_4),114,60.07,61.89,829,610
77,412,2560,29,331,313,355,177,282_178_0,50_5_15,28,[22_58] (7_1),28,[22_45] (7_1),3485,[2805_4940],3473,[2805_4305],158,29,[0_39] (7_2),158,87.07,87.77,2304,1285
78,363,1352,30,315,279,275,36,254_218_139,51_24_24,30,[25_40] (7_1),30,[25_39] (6_1),4978,[4740_5650],4975,[4740_5650],151,30,[2_35] (1_6),154,76.70,79.36,1313,1141
79,343,1348,35,310,276,145,74,260_157_169,74_24_31,33,[20_55] (1_1),33,[20_45] (1_1),4056,[3355_5465],4051,[3355_4615],191,34,[0_45] (2_2),206,77.00,79.53,1487,1140
80,336,1568,20,310,290,150,70,227_87_0,46_10_28,18,[9_33] (1_1),18,[11_33] (2_1),3569,[2750_5000],3539,[2750_5000],141,20,[0_25] (1_11),139,80.23,81.51,1330,898
81,324,1717,30,278,246,135,215,227_164_133,27_20_34,28,[6_45] (1_1),28,[21_42] (3_1),4971,[4590_5800],4957,[4590_5705],172,30,[0_35] (1_3),174,83.81,85.67,1157,885
82,293,864,30,276,253,60,29,238_188_140,17_16_21,25,[1_39] (1_2),25,[11_33] (1_1),3531,[3150_4950],3519,[3150_4150],171,30,[1_35] (2_2),200,68.06,70.72,611,503
83,297,1403,30,263,258,155,118,274_142_81,45_4_3,29,[21_45] (2_1),29,[21_45] (2_1),4661,[3900_5665],4656,[3900_5665],166,30,[0_40] (1_1),173,81.25,81.61,961,645
84,289,1952,25,257,228,75,62,185_108_150,25_23_26,23,[13_39] (1_1),23,[14_36] (2_1),4090,[3455_4805],4090,[3455_4655],149,25,[0_35] (2_1),163,86.83,88.32,1068,669
85,276,1000,28,255,236,80,93,246_172_89,41_17_16,26,[18_42] (2_1),26,[18_37] (2_1),4170,[3800_4795],4164,[3800_4700],160,28,[3_28] (1_727),168,74.50,76.40,773,645
86,268,682,34,255,242,20,18,201_140_87,20_5_12,31,[22_45] (1_1),31,[22_38] (1_1),4827,[3550_6360],4801,[3550_6360],142,34,[0_34] (2_423),164,62.61,64.52,329,279
87,270,1259,23,251,229,80,56,74_197_94,53_16_14,21,[12_34] (1_1),21,[13_33] (1_1),3736,[3230_4670],3721,[3230_4355],152,23,[1_28] (1_3),151,80.06,81.81,864,674
88,276,1131,35,252,233,35,63,241_156_81,26_10_24,30,[17_43] (1_1),30,[20_43] (2_1),5922,[4115_8155],5884,[4115_7770],158,34,[0_40] (8_1),176,77.72,79.40,598,468
89,283,1818,27,240,232,125,46,242_91_78,39_4_5,26,[21_42] (5_1),26,[21_42] (5_1),4069,[3500_4955],4060,[3500_4955],158,27,[0_37] (2_2),167,86.80,87.24,821,527
90,280,2684,30,233,209,125,210,94_121_158,56_11_28,29,[14_46] (1_1),29,[23_39] (1_1),4784,[4395_5930],4769,[4395_5230],202,30,[0_35] (3_7),206,91.32,92.21,1198,930
91,233,234,15,233,233,0,2,0,0,5,[3_14] (73_1),5,[3_14] (73_1),2633,[2200_3060],2633,[2200_3060],35,2,[2_2] (1_1),66,0.43,0.43,0,0
92,232,275,25,234,229,25,4,126_72_35,8_3_3,21,[14_30] (2_1),21,[14_26] (2_4),4089,[2610_4585],4086,[2610_4585],91,25,[25_30] (40_1),112,14.91,16.73,145,131
93,238,344,20,240,238,25,14,139_73_27,18_1_1,17,[8_23] (1_4),17,[8_23] (1_4),4112,[3400_4615],4115,[3400_4615],98,20,[4_20] (1_103),101,30.23,30.81,162,150
94,244,762,23,232,224,175,42,94_129_77,10_3_6,22,[17_32] (3_1),22,[17_32] (3_1),3556,[3305_4105],3557,[3305_4105],127,23,[21_28] (1_1),135,69.55,70.60,494,455
95,231,452,25,225,219,30,57,145_97_55,12_3_7,22,[12_30] (2_1),22,[12_30] (2_1),4530,[4105_5105],4528,[4105_5105],158,25,[24_25] (1_226),153,50.22,51.55,229,192
96,242,1394,20,227,206,135,157,220_131_80,16_19_14,18,[11_33] (1_1),18,[11_33] (1_1),4742,[4475_5485],4739,[4475_5485],164,20,[0_25] (2_6),134,83.72,85.22,756,617
97,235,609,30,230,228,140,104,316_142_0,18_1_1,29,[23_47] (1_1),29,[23_47] (1_1),4634,[4300_5605],4632,[4300_5605],161,29,[0_35] (1_1),174,62.23,62.56,478,427
98,241,651,20,235,227,65,42,129_81_72,10_7_2,18,[12_29] (2_1),18,[12_27] (2_1),3805,[3560_4370],3801,[3560_4370],123,20,[0_25] (2_2),128,63.90,65.13,325,251
99,294,4684,22,220,196,215,83,211_137_88,98_12_22,22,[17_38] (3_1),22,[17_38] (3_1),5430,[4955_6615],5421,[4955_6615],144,22,[0_27] (10_19),139,95.30,95.82,1910,1229
100,227,446,30,218,215,50,44,278_153_0,26_1_4,28,[17_39] (1_1),28,[17_39] (1_1),5765,[4800_6335],5764,[4800_6335],179,30,[0_35] (1_1),182,51.12,51.79,351,260
101,274,3485,28,196,163,210,38,146_120_106,57_16_27,28,[21_49] (1_1),28,[22_49] (1_1),5548,[5255_6805],5532,[5265_6805],153,28,[0_33] (3_6),146,94.38,95.32,1370,1082
102,200,511,25,192,183,60,29,149_112_70,17_4_8,24,[16_32] (1_1),24,[16_32] (1_1),5041,[4705_5590],5041,[4705_5590],145,25,[22_35] (1_1),155,62.43,64.19,342,295
103,209,861,30,189,180,105,171,188_96_79,31_2_9,29,[20_41] (1_1),29,[20_40] (1_1),7240,[6495_7970],7234,[6495_7815],189,30,[0_40] (4_6),189,78.05,79.09,810,500
104,193,258,24,191,188,5,60,110_49_26,3_0_3,18,[7_26] (1_1),18,[7_26] (1_1),2854,[2400_3365],2854,[2400_3365],113,23,[0_29] (1_1),138,25.97,27.13,107,48
105,226,1955,20,192,175,65,77,194_85_53,42_16_6,19,[11_29] (1_1),19,[11_27] (1_1),5594,[5000_6200],5585,[5000_6080],135,20,[0_25] (4_10),125,90.18,91.05,801,495
106,195,214,10,198,197,10,0,18_14_3,2_0_1,8,[7_11] (64_2),8,[7_11] (64_1),1990,[1775_2455],1988,[1775_2455],56,10,[10_10] (16_16),57,7.48,7.94,36,36
107,198,291,25,205,196,30,123,113_86_36,12_6_12,20,[9_33] (1_1),20,[9_30] (1_1),3309,[2680_4060],3308,[2680_4060],137,25,[8_30] (1_1),152,29.55,32.65,290,264
108,202,660,25,190,175,45,27,91_63_36,34_18_9,21,[5_34] (1_1),21,[10_31] (2_1),3436,[2450_4520],3415,[2450_4470],140,25,[0_30] (1_3),163,71.21,73.48,577,457
109,189,283,35,187,180,0,28,124_62_25,3_3_12,24,[14_35] (1_2),24,[14_35] (1_2),5711,[4830_6355],5699,[4830_6355],141,31,[10_35] (1_68),160,33.92,36.40,167,134
110,237,3657,25,181,152,215,49,95_56_42,111_26_17,25,[1_36] (1_1),25,[19_35] (1_1),5794,[5220_7355],5763,[5220_6785],154,25,[0_30] (1_18),135,95.05,95.84,1837,1269
111,230,2182,25,172,133,180,108,65_63_69,44_13_39,25,[15_33] (1_1),25,[20_33] (5_1),5552,[4655_6420],5525,[4755_6295],165,25,[0_35] (1_1),162,92.12,93.90,1494,973
112,172,214,25,173,169,10,54,90_44_34,8_2_2,21,[16_29] (6_1),21,[16_27] (6_1),4417,[3395_5070],4416,[3395_5070],113,24,[0_25] (1_40),149,19.16,21.03,88,88
113,180,459,20,170,159,55,41,82_56_33,15_9_9,17,[8_25] (1_1),17,[8_25] (1_1),4927,[3960_6165],4905,[3960_6120],115,20,[0_25] (1_2),133,62.96,65.36,344,309
114,184,1024,25,164,159,165,117,109_62_33,43_1_10,24,[16_56] (1_1),24,[16_56] (1_1),4921,[4455_6380],4903,[4455_6380],169,25,[0_30] (1_2),163,83.98,84.47,946,851
115,178,993,25,166,138,65,84,76_59_67,70_18_24,24,[17_40] (1_1),24,[17_35] (1_1),3774,[3050_5025],3727,[3050_4615],156,25,[0_30] (2_1),157,83.28,86.10,919,836
116,181,1438,20,156,141,110,6,79_46_33,54_17_13,20,[14_37] (1_1),20,[14_37] (1_1),3208,[2650_4085],3194,[2650_4085],107,20,[0_25] (2_3),111,89.15,90.19,851,771
117,158,169,25,156,152,0,6,91_47_13,2_4_2,16,[8_25] (1_5),16,[8_25] (1_5),3406,[2750_3980],3401,[2750_3980],103,25,[25_25] (13_13),132,7.69,10.06,54,54
118,160,290,25,157,153,95,128,90_46_31,13_1_5,23,[16_47] (4_1),23,[16_47] (4_1),6382,[5425_8235],6365,[5425_8235],166,25,[0_30] (2_3),179,45.86,47.24,436,404
119,171,571,25,157,138,45,20,82_52_22,18_16_15,22,[10_31] (1_1),22,[10_31] (1_1),4670,[3855_6005],4640,[3855_5990],126,25,[13_25] (2_408),127,72.50,75.83,424,412
120,184,2534,18,148,116,170,66,98_33_39,81_21_19,18,[13_28] (3_2),18,[13_28] (3_1),4494,[3805_5475],4464,[3805_5475],139,18,[0_28] (3_1),142,94.16,95.42,1308,1080
121,151,188,15,161,160,5,1,29_23_9,6_1_0,11,[8_17] (2_2),11,[8_17] (2_2),1828,[1555_2005],1827,[1555_2005],79,14,[0_15] (1_23),98,14.36,14.89,46,46
122,158,389,25,160,155,190,114,115_63_25,11_1_4,24,[18_37] (4_1),24,[18_36] (4_1),3735,[3340_4590],3721,[3340_4590],168,25,[0_30] (2_3),175,58.87,60.15,654,586
123,172,1113,27,188,142,230,60,150_108_91,48_30_60,26,[1_46] (1_1),26,[19_33] (2_3),3605,[3190_4700],3541,[3190_4040],181,27,[0_37] (1_2),175,83.11,87.24,1769,1523
124,201,1691,25,144,122,270,83,116_75_46,41_13_22,25,[14_45] (1_1),25,[17_45] (3_1),3533,[3250_4305],3505,[3250_4305],168,25,[0_35] (2_1),157,91.48,92.79,1518,1158
125,147,348,26,149,135,130,39,137_78_35,18_19_9,24,[15_45] (1_1),24,[15_35] (1_1),4297,[3995_5305],4278,[3995_4800],198,25,[0_31] (2_1),201,57.18,61.21,728,694
126,144,483,30,135,125,115,69,117_87_65,28_9_7,29,[23_53] (3_1),29,[23_37] (3_2),5270,[4700_6300],5265,[4700_6015],174,30,[0_30] (2_334),183,72.05,74.12,595,565
127,145,615,20,147,140,95,12,80_38_31,39_4_5,19,[14_36] (1_1),19,[14_35] (1_1),3048,[2600_4455],3031,[2600_4140],134,20,[0_25] (1_2),162,76.10,77.24,722,525
128,154,971,20,132,105,40,15,40_38_27,40_21_34,17,[0_27] (1_1),18,[9_27] (1_1),2984,[2150_4000],2903,[2150_3855],120,20,[0_25] (2_1),129,86.41,89.19,850,700
129,132,271,35,154,119,95,46,123_76_45,17_31_80,30,[3_45] (2_1),31,[21_42] (1_2),6729,[5480_7950],6662,[5480_7500],204,35,[0_50] (1_1),222,43.17,56.09,1274,1179
130,136,1024,23,135,112,115,4,56_42_43,24_26_27,22,[10_45] (1_1),22,[14_30] (1_1),2524,[2200_3955],2475,[2200_3055],148,23,[0_28] (1_1),147,86.82,89.06,965,826
131,129,298,24,122,114,75,17,92_63_33,24_9_4,23,[13_38] (1_1),23,[16_29] (2_1),3869,[3515_4630],3847,[3515_4265],153,24,[10_29] (1_2),155,59.06,61.74,465,419
132,125,226,20,127,118,20,8,51_42_34,17_5_5,17,[9_30] (2_1),17,[9_24] (1_1),3139,[2750_3605],3130,[2750_3550],102,20,[16_20] (1_98),112,43.81,47.79,217,205
133,133,710,25,139,110,90,1,50_44_40,15_18_58,23,[2_39] (1_1),24,[18_39] (2_1),6677,[5000_8200],6696,[5560_8200],127,25,[24_30] (2_4),126,80.42,84.51,982,902
134,193,3537,20,120,74,180,52,52_35_59,43_20_54,19,[0_45] (3_1),21,[16_27] (1_3),3955,[3355_5100],3925,[3440_4480],145,20,[0_25] (2_14),131,96.61,97.91,1671,1221
