Level,User Count,Play Count,Start Moves,Win Count,Win No Booster Count,Win Extra Moves,Win Merged RB,Win Garage SCs,Win Booster SCs,Win Moves,Win Moves Range,Win No Booster Moves,Win No Booster Moves Range,Win Scores,Win Scores Range,Win No Booster Scores,Win No Booster Scores Range,Win Time,Lose Moves,Lose Moves Range,Lose Time,Lose Rate (%),Lose No Booster Rate (%),Used Coins,Win Used Coins
15,1289,1637,20,1337,1334,25,79,13_12_3,39_0_4,15,[0_27] (1_1),15,[7_22] (1_3),2549,[2150_3205],2548,[2150_2910],99,20,[0_25] (1_1),141,18.33,18.51,357,235
16,1246,1361,15,1312,1311,0,60,2_1_0,13_1_2,8,[5_17] (92_1),8,[5_17] (92_1),2531,[2075_2820],2531,[2075_2805],65,14,[1_15] (1_44),83,3.60,3.67,93,88
17,1254,2147,10,1291,1285,50,8,16_7_1,86_3_5,8,[5_15] (196_2),8,[5_15] (195_2),1852,[1450_2310],1852,[1450_2310],57,10,[0_15] (1_1),64,39.87,40.15,703,489
18,1218,1623,10,1263,1257,25,80,7_2_0,51_1_9,8,[0_20] (1_1),8,[4_15] (3_1),2257,[1940_2655],2257,[1940_2655],55,10,[0_10] (3_351),84,22.18,22.55,413,343
19,1203,1486,15,1233,1226,25,20,11_5_0,72_3_9,11,[0_19] (1_2),11,[7_19] (68_2),2559,[2000_3100],2558,[2000_3050],84,15,[0_15] (1_239),135,17.03,17.50,524,451
20,1187,1257,15,1222,1221,0,86,1203_1_0,19_0_1,7,[4_15] (97_12),7,[4_15] (97_12),2913,[2315_3160],2913,[2315_3160],141,14,[0_20] (1_1),115,2.78,2.86,108,103
21,1187,2083,10,1197,1191,65,11,1188_7_16,177_1_8,9,[3_15] (1_1),9,[6_15] (21_1),2257,[1915_2805],2256,[1915_2805],81,10,[1_15] (1_3),102,42.53,42.82,1082,951
22,1145,1344,10,1184,1183,30,587,327_3_5,12_0_3,7,[2_17] (1_1),7,[5_17] (434_1),2744,[2500_3165],2744,[2500_3165],72,10,[10_10] (160_160),70,11.90,11.98,98,93
23,1149,2131,15,1172,1167,40,156,1505_12_37,89_3_7,13,[4_25] (1_1),13,[7_25] (14_1),4325,[3865_4855],4324,[3865_4755],119,15,[0_20] (3_2),174,45.00,45.24,739,528
24,1126,1460,10,1179,1174,10,7,653_13_17,45_2_4,7,[4_13] (51_2),7,[4_13] (50_2),2301,[1865_2640],2301,[1865_2640],55,10,[0_10] (4_274),80,19.25,19.59,295,270
25,1136,2883,25,1290,1251,45,30,2483_188_55,100_53_18,22,[0_31] (1_1),22,[12_29] (1_1),3471,[3050_4555],3470,[3050_4310],161,25,[0_30] (3_2),189,55.25,56.61,1575,1009
26,1056,1097,15,1092,1082,0,9,3_2_0,1_11_1,5,[1_14] (1_4),5,[4_14] (506_4),2505,[1950_2705],2505,[1950_2605],55,9,[1_15] (2_3),63,0.46,1.37,89,89
27,1075,1177,20,1131,1082,10,165,760_493_11,18_61_7,13,[1_22] (1_1),13,[6_21] (1_3),2964,[2505_3590],2967,[2505_3285],124,17,[0_25] (1_1),150,3.91,8.07,587,562
28,1068,1402,15,1089,1038,15,10,625_405_10,9_64_10,9,[2_18] (1_2),9,[6_18] (200_2),4040,[3600_4405],4044,[3600_4250],74,15,[0_15] (1_287),107,22.33,25.96,1452,561
29,1061,1414,10,1084,1004,30,15,608_451_13,16_94_7,8,[3_15] (1_1),8,[5_15] (9_1),2496,[2255_2860],2494,[2255_2860],62,10,[7_10] (1_325),168,23.34,29.00,904,777
30,1070,2816,25,1016,833,60,172,1204_801_32,91_253_16,23,[3_31] (1_3),23,[14_31] (1_1),4810,[4250_6020],4807,[4250_5420],163,25,[0_30] (1_2),253,63.92,70.42,3616,2289
31,988,1057,15,1016,1009,5,33,20_13_1,1_8_2,10,[2_17] (1_1),10,[7_17] (1_1),1707,[1350_2100],1707,[1350_1905],45,14,[1_15] (1_38),72,3.88,4.54,103,76
32,989,1165,15,1009,996,20,188,519_336_17,16_10_6,9,[0_18] (1_1),9,[5_18] (107_1),2669,[2150_3005],2671,[2150_3005],72,15,[1_15] (1_148),136,13.39,14.51,241,199
33,994,1362,25,1017,967,30,119,1150_747_24,22_65_7,20,[0_30] (1_1),20,[13_30] (6_1),4705,[4000_5400],4710,[4000_5150],156,25,[0_25] (2_333),252,25.33,29.00,779,614
34,970,1030,20,1006,997,0,8,516_373_17,9_8_3,10,[3_20] (1_10),10,[4_20] (24_10),3904,[2955_4400],3903,[2955_4400],83,18,[0_20] (1_21),102,2.33,3.20,132,125
35,978,1326,15,1005,972,15,1563,356_204_6,24_39_9,10,[5_22] (3_1),10,[6_22] (175_1),3284,[2650_3645],3290,[2650_3645],94,15,[1_15] (1_308),109,24.21,26.70,591,466
36,965,1007,15,1000,999,0,11,233_194_8,1_1_0,6,[5_15] (532_1),6,[5_15] (532_1),2602,[2155_2680],2602,[2155_2680],49,13,[2_15] (1_6),5138,0.70,0.79,22,12
37,969,1038,25,1014,1009,0,134,643_439_16,3_4_1,10,[5_25] (29_7),10,[5_25] (27_7),4609,[3765_5140],4608,[3765_4985],85,22,[1_25] (2_21),141,2.31,2.79,58,51
38,1027,3600,17,934,809,130,36,588_377_31,107_143_17,16,[0_25] (1_1),16,[8_25] (1_1),3092,[2380_3995],3088,[2380_3995],112,17,[0_32] (6_1),151,74.06,77.53,2603,1663
39,1008,4701,20,883,744,150,111,773_858_60,104_162_23,19,[6_30] (1_1),19,[11_30] (1_1),3427,[2850_4090],3416,[2850_4085],141,20,[0_30] (2_2),166,81.22,84.17,3171,1835
40,866,1123,15,888,876,5,341,383_216_18,6_8_5,9,[1_22] (1_1),9,[4_22] (50_1),2353,[1865_2800],2353,[1865_2680],123,15,[2_15] (2_221),120,20.93,21.99,196,126
41,861,1058,20,913,904,0,180,597_406_27,8_8_1,11,[5_20] (10_10),11,[5_20] (10_10),2782,[1965_3215],2783,[1965_3215],100,19,[0_30] (3_1),148,13.71,14.56,183,104
42,942,4383,15,958,755,280,3,602_488_53,139_177_60,14,[3_30] (1_1),14,[8_23] (1_1),2035,[1700_2750],2018,[1700_2750],113,15,[0_20] (3_9),155,78.14,82.77,3969,2444
43,813,890,15,877,832,0,5,27_22_14,2_5_59,7,[1_15] (2_11),7,[4_15] (113_11),2581,[2055_2905],2580,[2055_2780],77,15,[10_15] (1_12),89,1.46,6.52,561,529
44,815,1130,15,822,743,40,1,372_276_153,5_13_87,11,[1_25] (1_1),11,[7_19] (27_1),2372,[1885_3160],2375,[1970_2585],112,15,[0_20] (2_2),142,27.26,34.25,1144,867
45,898,5022,19,751,324,280,985,351_291_305,85_86_594,17,[2_42] (1_1),18,[11_42] (2_1),3772,[3225_5010],3789,[3250_5010],162,19,[0_24] (3_11),246,85.05,93.55,8452,6157
46,743,769,20,769,766,0,7,377_257_117,4_2_2,7,[4_16] (49_3),7,[4_16] (48_3),3077,[2500_3400],3077,[2500_3400],67,,,,,0.39,51,51
47,740,750,20,750,747,0,1262,2_0_0,0_1_3,5,[3_13] (1_1),5,[4_13] (336_1),3395,[2700_3725],3396,[2700_3725],63,,,,,0.40,32,32
48,735,753,25,744,734,0,22,346_270_133,11_5_14,15,[2_25] (1_12),15,[8_25] (3_11),2898,[2200_3655],2898,[2200_3360],267,23,[8_25] (1_8),116,1.20,2.52,228,206
49,745,1018,20,750,706,50,129,487_335_177,25_10_51,17,[1_25] (1_2),17,[10_25] (4_2),3388,[2575_4565],3389,[2575_4230],129,20,[0_30] (1_1),177,26.33,30.65,741,606
50,793,3991,15,713,461,235,18,301_283_293,74_90_242,14,[2_28] (1_1),15,[11_28] (9_1),3447,[3200_4215],3430,[3200_4215],107,15,[0_25] (2_1),130,82.13,88.45,3703,2992
51,717,811,15,809,807,0,0,5_2_2,0_0_2,4,[2_14] (1_2),4,[3_14] (497_2),3006,[2250_3670],3007,[2250_3670],49,15,[15_15] (2_2),70,0.25,0.49,16,16
52,712,826,20,722,698,15,747,547_334_170,14_8_19,14,[5_28] (2_1),14,[5_22] (2_1),4854,[4180_5575],4855,[4180_5575],119,20,[0_30] (1_1),193,12.59,15.50,322,287
53,722,955,25,830,798,30,273,262_161_93,15_12_25,17,[1_33] (1_1),17,[8_33] (5_1),3314,[2405_4405],3314,[2405_4010],229,24,[0_25] (3_114),189,13.09,16.44,420,366
54,714,762,20,745,737,5,443,147_93_51,4_4_8,12,[5_21] (1_1),12,[6_21] (4_1),3340,[2340_3810],3342,[2340_3810],84,19,[1_20] (1_16),158,2.23,3.28,114,114
55,721,1357,20,716,645,80,76,612_458_271,29_36_49,18,[9_25] (1_2),18,[9_25] (1_1),3440,[2955_4015],3443,[2955_4015],148,20,[3_25] (1_4),198,47.24,52.47,982,783
56,716,1026,20,728,696,55,78,353_227_144,24_22_23,17,[3_30] (1_1),17,[10_30] (2_1),2329,[1725_3275],2327,[1725_2905],170,20,[0_25] (2_2),150,29.04,32.16,534,461
57,714,1383,20,708,656,60,15,516_365_210,35_25_46,17,[1_34] (1_1),17,[9_33] (4_1),3756,[3350_4505],3755,[3350_4505],140,20,[1_30] (1_1),211,48.81,52.57,1058,763
58,753,3824,20,703,526,275,49,379_381_420,111_68_144,18,[0_51] (4_1),19,[9_34] (1_1),3124,[2675_4975],3104,[2735_4130],137,20,[0_25] (2_11),205,81.62,86.24,3014,2399
59,687,1044,25,674,635,55,188,600_397_263,19_21_30,22,[0_30] (1_3),22,[16_30] (5_3),4432,[4100_5600],4431,[4100_4705],126,25,[0_30] (2_2),161,35.44,39.18,538,481
60,725,3653,25,653,581,300,149,660_460_350,95_50_63,24,[0_42] (1_1),24,[15_35] (1_2),4371,[3300_5610],4373,[3300_5140],181,25,[1_30] (1_13),242,82.12,84.10,2128,1438
61,649,683,15,666,662,0,3,81_46_27,1_2_3,8,[1_15] (1_9),8,[4_15] (13_9),2661,[2100_3550],2659,[2100_3550],51,14,[1_15] (1_16),78,2.49,3.07,44,44
62,683,2384,20,634,566,130,45,306_200_140,27_40_48,17,[0_29] (1_1),17,[7_25] (1_2),4130,[2550_6120],4127,[3150_5105],97,20,[0_25] (2_4),156,73.41,76.26,1236,819
63,623,654,20,634,629,0,320,292_178_105,7_3_4,13,[0_20] (1_11),13,[7_20] (1_11),2771,[1755_3475],2771,[1755_3475],92,20,[20_20] (20_20),106,3.06,3.82,88,88
64,687,3434,25,565,480,125,45,376_322_315,78_56_84,21,[2_44] (1_2),21,[6_30] (1_1),5072,[3855_8705],5031,[3855_6420],143,25,[0_35] (4_4),171,83.55,86.02,2348,1616
65,626,3312,15,571,476,180,38,199_232_214,83_67_44,14,[1_24] (1_1),14,[6_21] (2_3),3398,[2530_4725],3385,[2530_4475],122,15,[0_25] (1_1),159,82.76,85.63,1723,1216
66,549,599,15,553,550,5,0,64_28_13,4_3_0,8,[5_19] (53_1),8,[5_15] (53_11),2224,[1800_2700],2225,[1800_2500],52,15,[12_20] (1_1),95,7.68,8.18,71,40
67,584,2397,20,540,532,215,46,507_256_104,25_6_3,18,[12_43] (4_1),18,[12_43] (4_1),4237,[3325_5450],4235,[3325_5450],134,20,[0_30] (2_1),139,77.47,77.81,716,426
68,539,1048,20,523,518,85,65,275_146_84,19_3_3,17,[8_27] (1_2),17,[8_27] (1_2),2825,[1950_3600],2824,[1950_3600],169,20,[0_25] (2_3),118,50.10,50.57,230,162
69,625,5696,15,519,452,360,36,269_192_183,120_56_29,15,[0_25] (1_3),15,[10_25] (1_3),3118,[2350_3965],3117,[2350_3965],94,15,[1_20] (2_10),146,90.89,92.06,1822,1274
70,568,2170,20,515,465,165,42,302_240_182,53_36_46,18,[6_41] (1_1),18,[9_28] (1_1),4736,[3790_7905],4711,[3790_6460],120,20,[0_30] (3_1),145,76.27,78.57,1311,995
71,559,3521,15,476,455,270,35,194_91_34,58_12_21,14,[8_32] (1_1),14,[8_31] (1_1),3123,[1955_6205],3090,[1955_5310],82,15,[0_25] (3_1),109,86.48,87.08,1187,800
72,493,2052,20,448,441,160,62,467_224_145,36_8_8,18,[11_37] (1_1),18,[13_37] (2_1),3398,[2300_4505],3395,[2300_4505],134,20,[0_25] (2_6),218,78.17,78.51,727,488
73,451,578,20,453,438,15,198,245_166_91,18_9_9,15,[7_28] (2_1),15,[8_23] (1_1),3498,[3050_3905],3497,[3050_3850],117,20,[20_20] (125_125),132,21.63,24.22,239,234
74,473,1843,15,524,516,195,24,275_152_59,46_7_1,14,[9_30] (6_1),14,[9_30] (6_1),2316,[1500_3300],2313,[1500_3300],107,15,[2_20] (2_6),141,71.57,72.00,459,349
75,489,2523,25,427,365,175,109,289_261_232,65_38_54,21,[6_58] (1_1),21,[6_58] (1_1),4747,[3330_10495],4701,[3330_10495],169,25,[0_30] (6_7),283,83.08,85.53,1705,1299
76,434,1041,20,420,396,110,50,209_145_97,33_13_20,17,[9_30] (1_1),17,[10_30] (10_1),2906,[2305_3610],2899,[2305_3610],165,20,[6_30] (1_1),211,59.65,61.96,668,441
77,449,2526,29,393,378,285,192,324_248_112,61_20_7,28,[21_52] (1_1),28,[21_52] (1_1),3465,[2705_4505],3451,[2705_4505],171,29,[0_69] (4_1),269,84.44,85.04,1483,745
78,418,1483,30,381,332,175,40,278_254_234,47_30_26,29,[22_40] (1_1),29,[23_40] (5_1),4951,[4655_5640],4949,[4655_5640],158,30,[0_35] (3_8),316,74.31,77.61,813,661
79,402,1573,35,377,345,170,94,336_258_262,40_18_24,32,[8_47] (1_1),32,[21_44] (1_1),4042,[3350_4705],4037,[3350_4655],205,35,[2_55] (1_1),476,76.03,78.07,793,538
80,397,2091,20,375,357,230,77,270_138_57,73_16_10,19,[9_36] (1_1),19,[9_30] (1_1),3586,[2600_5205],3552,[2600_4700],154,20,[0_30] (1_2),224,82.07,82.93,1000,674
81,393,2058,30,360,323,220,233,264_228_231,51_24_23,28,[16_52] (1_1),28,[18_43] (1_1),4974,[4500_5805],4967,[4500_5650],170,30,[0_35] (3_6),366,82.51,84.31,1039,781
82,372,881,30,370,329,30,38,363_280_265,24_26_30,24,[12_35] (3_2),24,[12_35] (2_1),3541,[3050_4165],3543,[3050_4150],223,30,[0_40] (1_1),232,58.00,62.66,755,541
83,392,1726,30,366,356,240,153,366_236_131,32_8_7,29,[21_49] (1_1),29,[21_46] (1_1),4645,[4055_5865],4631,[4055_5865],179,30,[0_40] (2_1),338,78.79,79.37,826,573
84,380,1976,25,353,300,175,78,244_171_263,53_37_37,23,[7_36] (1_2),23,[13_36] (1_1),4098,[3305_4885],4082,[3305_4600],154,25,[0_30] (1_6),222,82.14,84.82,1049,854
85,367,1488,28,342,314,110,134,356_264_182,37_37_8,26,[16_40] (1_1),26,[16_37] (1_1),4169,[3750_4800],4165,[3750_4610],155,28,[1_38] (1_1),349,77.02,78.90,850,555
86,349,1011,34,340,324,80,21,291_224_154,29_13_6,31,[22_48] (1_1),31,[22_48] (1_1),4867,[3850_7160],4853,[3850_7115],158,34,[0_44] (2_1),419,66.37,67.95,559,361
87,358,1247,23,340,304,105,70,117_315_204,60_28_22,21,[14_35] (1_1),21,[14_30] (1_1),3735,[3120_4890],3722,[3120_4350],154,23,[3_28] (2_5),186,72.73,75.62,933,706
88,368,1523,35,329,289,70,63,313_252_154,34_31_46,30,[14_48] (1_1),30,[14_48] (1_1),6004,[4305_9100],5985,[4305_9100],175,34,[0_45] (3_1),305,78.40,81.02,1132,801
89,367,2460,27,320,316,280,66,335_185_110,46_6_3,26,[18_46] (1_1),26,[18_46] (1_1),4055,[3550_5050],4052,[3550_5050],255,27,[5_37] (1_1),273,86.99,87.15,802,518
90,350,1880,30,331,290,250,166,169_190_368,82_33_26,29,[20_47] (1_1),29,[20_47] (1_1),4728,[4160_5895],4707,[4160_5895],214,30,[0_44] (2_1),268,82.39,84.57,1443,1119
91,326,328,15,327,327,0,1,2_1_0,3_0_0,5,[3_14] (99_1),5,[3_14] (99_1),2633,[2150_3030],2633,[2150_3030],35,2,[2_2] (1_1),11,0.30,0.30,15,15
92,327,397,25,326,320,15,2,168_109_54,14_3_4,21,[13_29] (2_1),21,[13_26] (2_1),4060,[2950_4650],4063,[2950_4650],94,25,[25_25] (71_71),146,17.88,19.40,122,122
93,325,432,20,322,317,40,16,242_160_81,20_2_3,17,[9_26] (2_1),17,[9_26] (2_1),4050,[3200_4500],4050,[3200_4500],93,20,[0_20] (1_107),120,25.46,26.62,145,132
94,319,721,23,310,288,100,40,204_253_158,27_17_13,21,[14_33] (1_1),21,[16_33] (3_1),3525,[3300_4200],3520,[3300_4200],146,23,[20_23] (1_402),143,57.00,60.06,410,369
95,312,642,25,308,289,40,65,226_185_124,29_12_11,22,[13_39] (2_1),22,[13_31] (2_1),4512,[4000_5355],4510,[4000_4950],148,25,[9_40] (1_1),221,52.02,54.98,456,350
96,327,1825,20,304,265,185,212,315_204_110,61_43_24,19,[11_34] (1_1),19,[11_34] (1_1),4734,[4435_5705],4726,[4435_5430],168,20,[9_30] (1_1),243,83.34,85.48,1056,872
97,311,874,30,298,297,145,127,328_193_73,25_2_0,29,[21_40] (1_1),29,[21_40] (1_1),4601,[4195_5215],4600,[4195_5215],348,30,[28_35] (1_3),219,65.90,66.02,267,167
98,306,704,20,300,277,120,67,223_193_108,28_18_15,19,[13_28] (2_1),19,[13_28] (2_1),3799,[3585_4470],3790,[3585_4455],150,20,[8_20] (1_401),144,57.39,60.65,467,415
99,314,4651,22,247,199,265,96,230_183_110,95_25_33,22,[16_42] (1_1),22,[16_42] (1_1),5427,[5050_6500],5416,[5050_6500],198,22,[0_32] (1_2),220,94.69,95.72,1760,1076
100,254,532,30,252,249,85,51,298_176_96,25_3_1,28,[17_40] (1_1),28,[17_40] (1_1),5776,[4705_6625],5772,[4705_6625],220,30,[30_35] (278_2),211,52.63,53.20,217,192
101,295,3541,28,237,193,295,23,151_167_174,58_24_30,28,[22_45] (4_1),28,[22_45] (4_1),5533,[5105_6555],5522,[5105_6555],182,28,[0_38] (4_1),319,93.31,94.55,1316,951
102,244,605,25,235,211,75,35,178_166_114,25_10_15,23,[17_34] (1_1),23,[17_31] (1_1),5046,[4520_5565],5039,[4520_5450],154,25,[0_30] (1_2),674,61.16,65.12,388,318
103,263,1592,30,239,232,220,243,276_141_65,45_5_5,30,[24_43] (4_1),30,[24_43] (4_1),7235,[6420_8105],7222,[6420_8105],244,30,[0_40] (2_2),454,84.99,85.43,591,391
104,238,322,24,239,233,25,66,161_112_47,20_4_4,19,[8_29] (1_1),19,[8_28] (1_1),2824,[1950_3520],2817,[1950_3470],128,24,[22_24] (1_80),171,25.78,27.64,174,158
105,282,2957,20,237,193,180,76,197_170_100,93_40_28,20,[13_36] (1_1),20,[13_35] (1_1),5086,[4355_6165],5070,[4355_6160],148,20,[0_30] (2_1),173,91.99,93.47,1372,1048
106,243,277,10,241,236,5,2,128_66_45,7_4_1,8,[6_11] (6_3),8,[6_11] (6_2),1974,[1550_2235],1976,[1550_2235],52,10,[10_10] (36_36),59,13.00,14.80,71,71
107,244,308,25,246,236,45,112,187_166_78,18_10_5,20,[6_42] (1_1),20,[6_31] (1_1),3301,[2555_4600],3292,[2555_4090],156,25,[7_25] (1_60),194,20.13,23.38,267,262
108,251,666,25,243,222,40,38,166_152_82,23_18_17,21,[8_34] (2_2),21,[8_34] (2_1),3471,[2755_4650],3447,[2755_4430],337,25,[0_30] (1_1),266,63.51,66.67,458,391
109,241,376,35,242,224,0,32,209_137_79,10_2_23,24,[12_35] (1_3),24,[14_35] (1_3),5689,[4800_6475],5670,[4800_6270],172,29,[7_35] (1_86),676,35.64,40.43,285,252
110,292,3228,25,234,180,295,48,179_152_111,83_38_47,25,[1_52] (1_1),25,[20_52] (2_1),5816,[5125_8405],5757,[5125_8405],153,25,[0_35] (2_2),279,92.75,94.42,1669,1327
111,276,2240,25,227,182,160,106,153_139_183,70_22_54,24,[1_37] (1_1),24,[19_36] (5_1),5493,[4750_6585],5424,[4750_6290],179,25,[0_35] (2_1),257,89.87,91.88,1284,974
112,228,297,25,227,221,70,56,172_138_43,15_4_4,22,[14_41] (1_1),22,[14_30] (1_2),4433,[3730_5575],4420,[3730_5205],225,25,[24_25] (1_69),189,23.57,25.59,185,180
113,238,761,20,223,202,80,38,103_87_67,20_22_17,17,[7_27] (1_2),17,[7_27] (1_1),4884,[4040_7035],4834,[4040_6085],117,20,[9_25] (1_4),393,70.70,73.46,503,386
114,247,1980,25,225,210,210,163,209_103_47,41_11_7,24,[15_42] (1_1),24,[15_37] (1_1),4900,[4195_5850],4882,[4195_5550],171,25,[6_40] (1_1),282,88.64,89.39,775,466
115,244,1007,25,235,207,100,83,148_165_144,51_25_25,23,[0_37] (1_1),23,[14_37] (1_1),3814,[3175_5050],3780,[3175_4850],152,25,[0_30] (1_3),232,76.66,79.44,784,644
116,255,2036,20,225,205,155,11,113_76_73,78_13_14,20,[15_38] (2_1),20,[15_38] (2_1),3217,[2415_4315],3206,[2415_4315],104,20,[20_25] (1805_6),122,88.95,89.93,972,678
117,224,237,25,225,220,20,9,127_88_50,4_0_5,16,[6_34] (1_1),16,[7_28] (1_1),3404,[2750_4175],3401,[2750_4030],184,25,[25_30] (11_1),134,5.06,7.17,68,68
118,231,618,25,224,218,110,172,263_141_63,17_3_3,23,[15_37] (1_1),23,[15_31] (1_2),6375,[5425_7365],6365,[5425_7365],182,25,[0_25] (1_392),249,63.75,64.72,216,180
119,238,843,25,220,194,105,18,143_97_49,21_17_19,22,[12_49] (2_1),22,[12_49] (2_1),4718,[3755_7570],4683,[3755_6360],246,25,[5_30] (1_3),189,73.90,76.99,626,514
120,240,1007,20,218,190,105,83,178_121_126,63_11_20,19,[14_45] (5_1),19,[14_45] (5_1),4519,[3525_6460],4519,[3525_6460],288,20,[0_25] (1_3),223,78.35,81.13,730,639
121,223,325,15,290,285,25,7,129_93_53,6_2_3,11,[7_23] (1_1),11,[8_16] (19_3),1832,[1545_2255],1830,[1545_2105],79,14,[3_15] (1_33),87,10.77,12.31,76,76
122,237,733,25,246,240,110,144,220_129_56,23_4_4,23,[17_47] (3_1),23,[17_32] (3_4),3703,[3200_4900],3695,[3200_4350],174,25,[19_35] (1_1),280,66.44,67.26,430,288
123,249,1518,27,242,209,125,72,187_155_190,43_30_21,25,[15_36] (1_2),25,[15_34] (1_1),3523,[3040_4295],3508,[3040_4295],183,27,[0_32] (2_6),243,84.06,86.23,740,594
124,295,3487,25,225,200,330,108,163_127_122,68_21_28,25,[15_50] (4_1),25,[15_39] (3_1),3508,[2755_4615],3481,[2950_4060],172,25,[0_30] (5_14),259,93.55,94.26,1493,1025
125,226,493,26,217,198,85,46,191_160_101,21_15_9,23,[15_40] (2_1),23,[15_40] (2_1),4264,[3900_4910],4258,[3900_4910],246,26,[13_31] (1_1),303,55.98,59.84,397,341
126,220,613,30,206,188,45,63,192_173_143,32_14_11,28,[19_37] (2_2),28,[19_37] (2_2),5194,[4725_5765],5192,[4725_5765],225,30,[1_30] (1_401),303,66.39,69.33,431,349
127,219,850,20,211,205,145,23,115_72_30,43_4_4,19,[13_36] (1_1),19,[13_32] (1_1),3067,[2550_4265],3050,[2550_3950],127,20,[2_25] (1_1),282,75.18,75.88,420,355
128,225,1533,20,212,178,40,21,54_54_85,38_18_37,16,[0_35] (1_1),17,[9_27] (2_1),3057,[1800_4265],3008,[1800_3815],157,20,[0_25] (3_3),210,86.17,88.39,824,663
129,208,326,35,214,201,55,83,271_192_107,30_12_9,30,[19_54] (2_1),30,[19_43] (2_1),6624,[5685_7755],6610,[5685_7470],195,35,[35_40] (111_1),338,34.36,38.34,357,347
130,225,1094,23,195,173,100,10,98_104_93,34_24_22,22,[0_35] (1_1),22,[16_35] (2_1),2495,[2115_3500],2467,[2115_3305],163,23,[4_28] (2_2),167,82.18,84.19,633,571
131,207,539,24,206,198,75,27,197_141_67,21_4_5,22,[16_37] (1_1),22,[17_37] (4_1),3837,[3500_4295],3833,[3500_4295],130,24,[0_29] (1_2),194,61.78,63.27,239,187
132,202,398,20,203,192,45,13,110_85_69,11_8_7,17,[7_28] (1_1),17,[7_27] (1_1),3138,[2630_3550],3139,[2700_3505],98,20,[0_25] (1_1),120,48.99,51.76,234,173
133,212,850,25,198,172,80,1,146_133_103,27_21_15,24,[18_34] (6_1),24,[18_30] (5_1),6666,[5750_7955],6617,[5750_7465],133,25,[2_30] (1_2),188,76.71,79.76,467,410
