Level,User Count,Play Count,Start Moves,Win Count,Win No Booster Count,Win Extra Moves,Win Merged RB,Win Garage SCs,Win Booster SCs,Win Moves,Win Moves Range,Win No Booster Moves,Win No Booster Moves Range,Win Scores,Win Scores Range,Win No Booster Scores,Win No Booster Scores Range,Win Time,Lose Moves,Lose Moves Range,Lose Time,Lose Rate (%),Lose No Booster Rate (%),Used Coins,Win Used Coins
2-9,722,2904,15,2902,2897,0,1062,621_1448_504,1_3_2,6,[4_15] (693_2),6,[4_15] (691_2),5504,[3060_5895],5504,[3060_5895],48,12,[7_18] (1_1),90,0.07,0.24,42,42
3-1,879,2854,20,2854,2854,0,1,0,3_0_0,7,[6_15] (576_1),7,[6_15] (576_1),4334,[2800_4650],4334,[2800_4650],42,,,,,,15,15
3-2,1014,3532,15,3149,3108,1484,364,1675_964_388,39_36_14,13,[8_24] (9_1),13,[8_24] (9_1),2447,[1800_3300],2448,[1800_3300],61,16,[15_20] (234_1),79,10.84,12.00,784,736
3-3,922,3215,14,2673,2626,1818,612,1507_831_332,75_41_14,13,[7_33] (2_1),13,[7_33] (2_1),3583,[2855_5020],3584,[2855_5020],83,15,[1_32] (1_1),94,16.86,18.32,1138,982
3-4,906,3389,20,2351,2287,1583,534,2119_0_0,60_42_34,18,[8_28] (2_1),18,[8_28] (2_1),3762,[2560_5725],3760,[2560_5700],105,21,[0_28] (1_1),124,30.63,32.52,1078,1000
3-5,864,3260,20,1712,1586,707,98,458_1015_436,40_85_70,15,[2_31] (1_1),15,[6_28] (7_1),3302,[1600_6000],3328,[1600_5700],101,21,[0_28] (1_2),134,47.48,51.35,1886,1502
3-6,781,3179,20,1025,954,1705,88,482_536_0,127_73_52,20,[5_39] (1_1),21,[14_35] (7_1),4822,[3100_7860],4781,[3100_6180],111,22,[0_33] (4_2),124,67.76,69.99,2561,2032
3-7,763,3273,25,605,527,1268,225,532_249_369,72_83_42,26,[5_48] (1_1),26,[19_46] (5_1),4663,[3855_8800],4640,[3855_5955],147,27,[0_38] (1_2),156,81.52,83.90,2515,2075
3-8,725,2357,15,2058,2024,1122,171,497_1139_400,33_32_4,13,[7_22] (14_1),13,[7_22] (14_1),2714,[1955_3810],2715,[1955_3810],75,16,[13_23] (1_2),107,12.69,14.13,505,474
4-1,679,1799,15,1437,1402,974,92,762_427_186,73_25_15,13,[5_29] (1_1),13,[6_29] (3_1),3801,[2900_5345],3799,[2900_5115],91,17,[15_28] (143_1),107,20.12,22.07,924,843
4-2,764,2088,15,1679,1632,2552,9,1291_308_0,41_41_13,16,[11_21] (4_2),16,[11_21] (4_1),2609,[1550_3615],2607,[1550_3615],80,16,[3_18] (1_183),89,19.59,21.84,864,818
4-3,711,1950,12,1008,908,2827,3727,865_144_0,95_101_22,14,[8_21] (1_1),14,[10_21] (2_1),3414,[2950_4405],3414,[2950_4405],101,14,[9_15] (1_618),108,48.31,53.44,1878,1779
4-4,689,2152,10,926,873,2375,27,665_112_0,137_46_14,12,[8_24] (9_1),12,[8_24] (9_1),2251,[1550_3750],2246,[1550_3750],77,12,[9_18] (1_4),83,56.97,59.43,1881,1654
4-5,681,1762,18,1176,1139,1028,347,305_758_346,50_28_19,17,[6_30] (1_1),17,[8_30] (1_1),5105,[4440_7205],5106,[4440_6665],116,19,[7_26] (1_3),127,33.26,35.36,934,779
4-6,626,1689,13,1072,1025,1527,61,672_113_138,69_38_17,13,[8_25] (1_1),13,[9_25] (14_1),2890,[2155_3955],2881,[2155_3955],81,15,[13_16] (235_381),97,36.53,39.31,1145,1060
4-7,604,1467,20,1310,1286,614,62,1301_0_0,39_27_7,18,[6_28] (1_1),18,[13_28] (3_1),3476,[2800_5820],3473,[2800_4630],108,21,[7_23] (1_73),149,10.70,12.34,471,471
4-8,564,1513,25,838,781,770,125,789_264_277,75_44_30,23,[7_35] (1_2),23,[10_33] (1_1),4031,[2530_7055],4030,[2530_6900],130,27,[2_43] (1_1),159,44.61,48.38,1275,1064
4-9,523,1369,15,941,886,1494,108,782_152_0,41_44_25,15,[8_28] (1_1),15,[10_28] (6_1),3683,[3210_4750],3679,[3210_4560],105,17,[8_23] (1_1),111,31.26,35.28,1026,960
5-1,516,1070,20,255,154,325,9,81_62_95,22_84_65,19,[0_33] (6_1),21,[16_33] (1_1),3583,[3050_7100],3416,[3050_4490],94,20,[0_25] (1_3),98,76.17,85.61,1978,1849
5-2,598,1222,15,391,367,330,86,241_77_0,95_6_35,14,[0_28] (1_1),14,[9_26] (4_2),3144,[2100_5950],3099,[2100_4325],97,15,[6_55] (1_1),111,68.00,69.97,2086,1510
5-3,568,1075,20,450,399,325,33,171_171_104,93_41_20,20,[14_27] (1_1),20,[17_27] (7_1),4065,[3525_5060],4058,[3525_5060],96,20,[20_25] (621_4),95,58.14,62.88,1600,1507
5-4,532,1293,20,186,108,595,84,184_0_0,38_40_58,22,[11_42] (1_1),23,[20_42] (2_1),4111,[3550_5495],4209,[3550_5495],136,20,[0_35] (1_1),109,85.61,91.65,2450,2167
5-5,531,886,20,454,420,265,12,110_237_99,26_12_38,18,[0_34] (1_1),18,[13_31] (3_1),3507,[2850_7050],3487,[2850_4400],109,20,[17_25] (1_4),120,48.76,52.60,1142,1062
5-6,520,1134,15,314,217,345,11,199_90_0,31_83_34,15,[8_24] (1_1),15,[10_24] (2_1),2816,[2405_4330],2781,[2405_4330],86,15,[15_20] (811_9),83,72.31,80.86,1805,1653
5-7,481,1119,25,114,63,240,1,116_0_0,48_42_61,25,[0_44] (3_2),26,[20_34] (1_2),5701,[4660_10430],5451,[4660_6605],156,25,[5_35] (1_1),142,89.81,94.37,1974,1676
5-8,483,1076,19,151,110,495,14,131_10_32,42_29_32,21,[9_35] (2_1),21,[15_35] (1_1),2763,[1900_4500],2713,[2100_4050],106,19,[19_34] (915_1),90,85.97,89.78,2166,1799
5-9,474,1097,15,234,222,445,29,113_105_0,63_4_11,16,[12_24] (1_1),16,[12_24] (1_1),3264,[2300_4400],3262,[2300_4400],83,15,[11_20] (1_4),78,78.67,79.76,1388,1285
6-1,193,846,20,819,812,80,53,423_280_118,8_3_6,15,[3_24] (1_3),15,[9_24] (2_3),3237,[1850_5655],3239,[1850_4425],73,21,[4_23] (1_14),120,3.19,4.02,119,119
6-2,222,957,17,925,922,106,106,81_57_21,8_3_0,12,[9_26] (1_1),12,[10_26] (90_1),3022,[1800_3600],3022,[1800_3450],54,18,[7_25] (1_1),93,3.34,3.66,125,116
6-3,244,1175,20,1167,1165,12,45,631_389_130,3_3_0,14,[8_23] (3_1),14,[8_23] (3_1),4272,[2900_5460],4272,[2900_5460],70,16,[0_23] (2_3),70,0.68,0.85,35,35
6-4,224,997,20,983,983,33,90,258_544_182,13_0_0,13,[7_23] (1_2),13,[7_23] (1_2),4509,[2855_5730],4509,[2855_5730],88,16,[8_23] (1_1),85,1.40,1.40,65,65
6-5,217,814,20,801,790,29,27,161_344_113,4_9_6,13,[0_24] (1_1),13,[8_24] (23_1),4049,[2550_6600],4041,[2550_5005],68,18,[0_23] (2_4),78,1.60,2.95,139,139
6-6,205,904,15,894,894,24,78,188_447_198,9_0_0,9,[5_18] (5_2),9,[5_18] (5_2),3706,[2555_4645],3706,[2555_4645],69,13,[0_18] (2_3),73,1.11,1.11,45,45
6-7,188,773,20,772,767,0,25,84_203_54,0_6_0,10,[5_18] (1_1),10,[7_18] (48_1),4648,[3055_5650],4645,[3055_5350],58,1,[1_1] (1_1),16,0.13,0.78,41,41
6-8,198,879,20,878,878,3,18,100_208_80,3_0_0,8,[3_22] (12_1),8,[3_22] (12_1),4591,[2450_5650],4591,[2450_5650],53,0,[0_0] (1_1),3,0.11,0.11,15,15
6-9,164,793,20,764,759,110,72,518_538_687,9_1_6,18,[14_23] (15_5),18,[14_23] (14_5),4831,[3850_5750],4831,[3850_5750],156,17,[0_23] (5_9),164,3.66,4.29,111,111
6-10,167,655,20,644,641,18,49,170_374_146,5_3_0,13,[8_36] (5_1),13,[8_36] (5_1),4502,[3025_5425],4500,[3025_5425],77,21,[20_23] (7_4),201,1.68,2.14,128,103
6-11,167,698,18,685,681,50,28,152_373_161,5_2_2,14,[10_23] (25_1),14,[10_23] (25_1),2951,[1950_3750],2953,[1950_3750],73,19,[18_21] (9_4),108,1.86,2.44,64,64
7-1,281,1261,18,1040,1019,532,88,739_113_127,105_17_10,15,[8_26] (1_1),15,[8_23] (1_2),3717,[2350_5150],3721,[2350_5150],81,20,[17_26] (1_1),111,17.53,19.19,865,802
7-2,302,1496,15,690,619,1162,144,445_86_130,81_43_54,15,[0_30] (1_1),15,[9_28] (24_1),2712,[2065_5350],2687,[2065_4090],112,17,[1_23] (1_6),125,53.88,58.62,1944,1721
7-3,310,1327,15,1183,1163,711,84,611_108_94,56_22_6,14,[9_21] (7_3),14,[9_21] (7_2),2598,[1965_3465],2598,[1965_3440],71,16,[12_18] (1_57),95,10.85,12.36,577,560
7-4,272,1402,18,771,749,835,131,169_310_173,73_14_20,17,[11_43] (6_1),17,[11_43] (6_1),3980,[2500_5700],3979,[2500_5700],83,20,[0_26] (1_2),101,45.01,46.58,1170,1080
7-5,294,1301,20,209,148,968,27,0_135_164,36_55_64,24,[16_43] (1_1),24,[17_43] (5_1),3651,[2800_5355],3572,[2800_5180],136,22,[15_48] (1_1),118,83.94,88.62,3240,2712
7-6,253,1154,20,796,776,1145,0,403_419_0,107_25_13,20,[13_34] (1_1),20,[15_34] (7_1),2629,[1950_4100],2619,[1950_4000],91,22,[19_28] (1_3),111,31.02,32.76,1217,1135
7-7,256,1090,12,756,716,1403,807,659_97_0,61_40_15,13,[5_22] (1_1),13,[8_22] (3_1),2762,[2250_4605],2756,[2250_3710],88,14,[9_15] (2_184),90,30.64,34.31,882,862
8-1,209,839,20,308,266,672,38,224_159_64,116_39_25,21,[14_41] (2_1),21,[15_41] (4_1),4165,[3350_6000],4123,[3350_5540],154,22,[17_28] (1_5),156,63.29,68.30,1602,1454
8-2,280,903,15,680,636,874,258,511_63_90,82_30_25,15,[6_28] (1_1),15,[7_28] (1_1),3262,[2450_6220],3240,[2450_4470],90,17,[12_20] (1_1),121,24.70,29.57,1089,1045
8-3,248,696,20,695,691,10,533,242_129_54,2_5_10,9,[3_21] (59_2),9,[3_21] (58_2),7068,[4650_8230],7068,[4650_8230],67,23,[23_23] (1_1),130,0.14,0.72,145,145
8-4,250,765,18,641,617,640,79,501_55_78,51_32_8,17,[7_30] (1_1),17,[8_30] (2_1),3406,[2560_6120],3405,[2560_4900],96,20,[17_21] (1_90),113,16.21,19.35,793,783
8-5,243,790,20,573,529,38,4,265_116_137,34_19_49,12,[6_23] (1_1),12,[7_23] (6_1),4859,[3000_7250],4865,[3050_5850],87,19,[6_23] (1_42),114,27.47,33.04,757,709
8-6,214,639,20,460,437,505,54,566_239_97,65_17_25,19,[12_28] (3_2),19,[12_28] (2_2),4378,[3750_5600],4370,[3750_5550],115,22,[13_28] (1_1),140,28.01,31.61,805,771
8-7,198,658,12,256,218,647,383,239_47_0,61_20_26,14,[6_28] (1_1),14,[8_28] (1_1),4675,[3935_6145],4672,[3935_6145],101,14,[0_20] (1_3),101,61.09,66.87,1127,1060
9-1,196,534,12,324,290,734,146,199_27_28,65_26_14,13,[8_25] (1_1),13,[8_25] (1_1),3247,[2720_4450],3239,[2755_4450],92,14,[11_20] (1_1),93,39.33,45.69,962,928
9-2,232,561,15,412,373,768,21,320_42_49,32_38_12,16,[9_25] (1_2),16,[9_25] (1_2),3167,[2655_4305],3160,[2655_4215],107,17,[15_18] (51_98),121,26.56,33.51,979,946
9-3,233,557,13,383,341,674,21,8_2_4,44_14_52,13,[0_24] (1_1),14,[10_22] (30_1),2612,[2005_4850],2580,[2050_3705],86,15,[10_21] (2_3),109,31.24,38.78,1110,1056
9-4,192,465,20,255,239,721,157,243_29_0,83_5_19,22,[14_40] (2_1),22,[14_40] (1_1),5597,[4255_7585],5578,[4255_7585],156,22,[12_33] (1_1),156,45.16,48.60,1457,1333
9-5,213,489,20,220,154,661,17,312_58_70,73_56_35,23,[16_32] (1_1),23,[18_32] (2_1),3896,[3450_5055],3901,[3450_5055],128,22,[18_28] (1_1),123,55.01,68.51,1560,1488
9-6,187,419,22,264,257,688,1,196_27_40,70_3_8,24,[13_39] (1_1),24,[17_39] (1_1),4983,[4100_6925],4970,[4100_6625],142,24,[22_35] (45_1),166,36.99,38.66,948,894
9-7,152,466,10,211,187,559,70,101_73_38,78_14_12,12,[5_21] (1_2),12,[7_21] (1_1),2571,[2145_3770],2560,[2145_3770],91,12,[10_13] (96_159),111,54.72,59.87,888,858
10-1,135,268,16,90,54,425,16,78_12_0,39_36_26,20,[12_31] (2_2),21,[16_31] (2_2),4939,[4400_6000],5011,[4600_6000],140,16,[12_31] (1_1),97,66.42,79.85,1779,1637
10-2,153,313,20,72,11,385,6,72_12_0,58_67_60,24,[14_47] (1_1),30,[22_47] (1_1),4567,[3825_6150],4781,[4050_6005],196,20,[20_30] (226_2),127,77.00,96.49,2796,2431
10-3,166,294,20,126,89,345,9,125_3_0,56_29_23,22,[2_30] (1_2),22,[17_30] (4_1),3708,[2950_6850],3699,[2950_4650],139,20,[10_30] (1_1),118,57.14,69.73,1568,1436
10-4,144,229,14,94,59,165,10,54_10_7,49_26_39,14,[5_25] (1_1),15,[10_25] (4_1),4493,[3255_6100],4415,[3255_6100],118,14,[14_24] (130_1),92,58.95,74.24,1183,1078
10-5,129,235,14,54,20,295,0,45_10_0,37_20_48,18,[11_37] (2_1),22,[17_37] (1_1),3742,[2950_4950],3862,[3280_4855],140,14,[14_19] (167_14),97,77.02,91.49,1693,1516
10-6,114,173,15,84,61,220,3,64_13_0,32_39_9,16,[11_32] (1_1),17,[13_32] (1_1),3019,[2200_4350],2961,[2200_4350],115,15,[15_20] (86_3),99,51.45,64.74,1022,990
10-7,109,201,20,59,21,255,0,56_0_0,73_51_73,24,[13_45] (1_1),25,[20_35] (7_1),5445,[4260_7560],5216,[4260_6150],215,20,[18_25] (1_7),116,70.65,89.55,2228,2059
10-8,98,131,25,89,64,130,24,80_32_27,30_13_22,24,[6_41] (1_1),24,[11_41] (1_1),4081,[2655_7515],4080,[2655_6205],153,25,[25_25] (42_42),162,32.06,51.15,782,772
10-9,100,173,15,84,59,200,6,68_15_0,38_22_12,17,[12_24] (2_1),17,[13_21] (1_2),3736,[3305_4650],3696,[3305_4415],125,15,[14_20] (1_1),111,51.45,65.90,832,818
11-1,69,217,20,213,207,29,101,125_59_25,3_6_7,14,[2_26] (1_1),14,[8_26] (4_1),5227,[3670_7610],5218,[3670_6655],98,21,[20_23] (3_1),188,1.84,4.61,123,123
11-2,69,254,20,243,230,31,4,93_37_21,10_5_9,12,[5_27] (1_1),12,[5_27] (1_1),5385,[4105_6505],5386,[4105_6505],68,15,[0_23] (1_2),77,4.33,9.45,185,185
11-3,64,257,22,200,186,211,24,192_29_31,23_14_5,21,[11_40] (1_1),21,[11_40] (1_1),5534,[4820_7295],5529,[4820_7295],142,24,[22_25] (18_38),136,22.18,27.63,383,383
11-4,79,270,20,247,230,133,46,34_50_22,14_17_25,14,[0_31] (2_1),14,[6_28] (4_1),4232,[2900_6950],4240,[2900_5750],74,22,[19_33] (1_1),101,8.52,14.81,529,484
11-5,66,191,20,189,186,11,1,50_98_41,5_2_2,13,[7_23] (1_2),13,[7_23] (1_2),4886,[3150_6050],4892,[3150_6050],103,23,[23_23] (2_2),174,1.05,2.62,64,64
11-6,63,166,20,166,164,0,15,26_55_16,3_2_0,10,[5_16] (1_2),10,[7_16] (8_2),4341,[3110_5355],4330,[3110_4955],57,,,,,1.20,29,29
11-7,57,197,20,157,137,42,78,40_91_35,23_25_12,12,[6_28] (10_1),12,[6_23] (9_1),4189,[2450_5650],4283,[2450_5650],76,22,[17_28] (1_2),111,20.30,30.46,448,411
11-8,44,283,19,130,114,391,7,110_8_15,19_10_12,21,[7_32] (1_1),21,[16_31] (3_1),2745,[2150_4650],2690,[2150_3600],89,20,[18_22] (1_76),93,54.06,59.72,433,428
11-9,60,163,15,161,160,24,5,40_90_30,1_0_3,11,[6_18] (1_3),11,[7_18] (1_3),2767,[1900_3750],2761,[1900_3750],55,8,[0_15] (1_1),33,1.23,1.84,30,30
11-10,48,145,15,104,91,225,70,75_9_10,18_14_2,16,[13_28] (8_1),16,[13_28] (8_1),2445,[1750_3500],2426,[1750_3500],84,16,[1_18] (1_20),100,28.28,37.24,442,435
12-1,78,252,12,139,104,477,4,114_17_0,61_44_15,15,[6_26] (1_1),15,[11_26] (1_1),2360,[1850_3700],2327,[1850_3700],101,14,[2_15] (1_76),103,44.84,58.73,1138,1131
12-2,94,322,20,204,183,595,246,209_104_0,61_11_15,22,[13_41] (1_1),22,[16_41] (3_1),5598,[4345_7545],5542,[4345_7545],184,22,[18_33] (2_1),172,36.65,43.17,1674,1549
12-3,87,281,20,187,169,455,225,219_88_0,49_5_19,21,[16_35] (5_1),21,[16_35] (3_1),5645,[4290_6965],5618,[4290_6965],186,22,[20_28] (30_1),188,33.45,39.86,872,858
12-4,77,212,18,135,95,440,46,95_23_20,27_34_24,20,[13_35] (1_1),21,[16_35] (7_1),3438,[2700_4780],3441,[2700_4780],113,20,[16_26] (1_1),109,36.32,55.19,1080,1052
12-5,77,246,20,243,240,15,16,67_153_58,13_2_2,15,[7_22] (2_4),15,[7_22] (2_3),3718,[2555_5260],3723,[2555_5260],97,22,[20_23] (1_2),125,1.22,2.44,96,96
12-6,85,279,22,274,260,62,1,136_276_127,1_19_8,18,[9_30] (1_1),18,[14_30] (12_1),4939,[4000_6655],4925,[4000_5650],98,24,[22_25] (1_4),118,1.79,6.81,235,235
12-7,61,174,20,84,39,175,7,21_48_27,32_81_45,19,[6_33] (1_2),19,[12_24] (1_1),2826,[1950_4900],2558,[1950_4450],162,21,[20_28] (50_2),114,51.72,77.59,1336,1281
13-1,71,191,12,160,133,227,25,117_18_24,43_29_6,13,[9_18] (5_1),13,[9_18] (3_1),3445,[2960_4655],3422,[2960_4500],86,13,[4_15] (1_19),94,16.23,30.37,561,561
13-2,84,175,18,114,67,374,2,76_16_23,48_47_22,20,[9_39] (1_1),20,[15_39] (4_1),3610,[3030_4885],3576,[3105_4425],126,21,[18_31] (10_1),136,34.86,61.71,1445,1336
13-3,74,261,18,156,111,311,0,78_52_23,63_45_27,19,[7_31] (1_1),19,[14_30] (2_1),3576,[2830_5175],3514,[3100_4230],111,20,[17_41] (3_1),117,40.23,57.47,1354,1135
13-4,78,169,23,131,90,294,23,101_15_11,25_40_32,23,[1_48] (1_1),24,[19_48] (3_1),4316,[3450_7550],4207,[3450_5850],121,23,[0_31] (1_1),112,22.49,46.75,1101,1085
13-5,68,181,20,88,48,571,19,0_49_56,22_43_38,25,[17_40] (1_1),26,[21_36] (2_2),3959,[3225_5405],3998,[3280_5240],154,22,[20_28] (19_1),119,51.38,73.48,1882,1859
13-6,60,126,20,107,92,153,11,36_57_22,23_17_2,20,[14_36] (1_1),20,[14_36] (1_1),3109,[2070_4255],3108,[2070_4255],107,22,[19_23] (1_15),119,15.08,26.98,416,416
13-7,68,136,15,88,58,271,1,75_18_9,35_25_17,17,[10_27] (1_1),18,[12_27] (1_1),3102,[2400_4250],3073,[2400_3850],120,18,[15_25] (10_1),120,35.29,57.35,753,678
14-1,73,132,12,89,74,552,21,22_63_0,65_1_16,17,[9_34] (1_1),18,[12_34] (3_1),4632,[3590_6140],4619,[3590_6140],157,15,[12_20] (5_1),130,32.58,43.94,1440,1412
14-2,76,155,15,120,72,289,18,109_19_10,69_50_44,17,[8_28] (1_1),17,[12_28] (2_1),6172,[4780_8450],5982,[4780_7560],132,17,[15_23] (9_1),135,22.58,53.55,1288,1274
14-3,60,99,12,53,19,313,5,21_19_14,60_48_44,18,[8_33] (1_1),19,[11_31] (1_1),4105,[2815_5205],4031,[2815_5205],151,14,[9_20] (1_1),115,46.46,80.81,1690,1634
14-4,63,113,28,89,75,330,115,85_15_27,14_15_5,30,[22_46] (2_1),30,[22_46] (2_1),6495,[5000_7750],6480,[5000_7750],144,31,[28_31] (3_20),150,21.24,33.63,792,782
14-5,65,120,26,103,64,188,58,54_41_0,26_43_29,25,[0_38] (1_1),27,[24_38] (8_1),3499,[2740_8000],3143,[2740_4000],115,29,[26_29] (2_15),137,14.17,46.67,805,805
14-6,60,93,20,89,82,58,184,110_14_18,8_6_5,17,[9_29] (1_2),17,[13_29] (1_2),5477,[4600_6750],5502,[4605_6350],105,23,[23_23] (4_4),111,4.30,11.83,178,178
14-7,51,113,25,103,87,105,72,170_34_0,31_15_3,25,[19_34] (2_3),25,[19_34] (1_3),4231,[3325_5780],4197,[3325_5780],139,27,[25_28] (2_8),128,8.85,23.01,390,383
15-1,54,90,15,62,5,355,3,32_8_0,20_52_87,19,[8_44] (1_1),22,[15_29] (1_1),4012,[2875_5455],3883,[3180_4300],155,17,[15_25] (18_1),124,31.11,94.44,2388,2183
15-2,61,95,20,70,37,440,12,72_12_0,70_12_34,26,[17_44] (1_1),29,[20_44] (1_1),5701,[4300_7475],5817,[4300_7475],213,21,[20_25] (21_4),163,26.32,61.05,2127,2064
15-3,59,103,18,64,19,230,117,0,59_40_60,19,[4_39] (4_1),24,[15_39] (1_1),4551,[3520_6770],4304,[3520_5620],138,20,[18_33] (30_2),123,37.86,81.55,1996,1731
15-4,60,104,14,60,3,40,0,0,6_6_98,8,[0_23] (6_1),14,[12_17] (2_1),2992,[1600_4450],1767,[1600_1850],124,17,[10_34] (1_2),147,42.31,97.12,1538,979
15-5,50,85,25,50,1,45,8,62_0_0,29_54_109,21,[0_42] (1_1),25,[25_25] (1_1),6343,[4225_9000],4225,[4225_4225],241,25,[24_30] (1_3),202,41.18,98.82,1563,1521
15-6,51,76,20,54,10,165,8,69_8_0,27_51_50,21,[0_33] (1_1),26,[20_33] (2_1),5106,[4350_8160],4780,[4405_5090],152,20,[20_20] (22_22),125,28.95,86.84,1299,1279
15-7,50,72,13,52,20,290,14,67_11_12,48_28_25,18,[7_32] (1_1),20,[15_32] (1_1),4062,[3340_4965],4151,[3420_4830],144,14,[13_23] (18_1),112,27.78,72.22,1458,1408
