Level,User Count,Play Count,Start Moves,Win Count,Win No Booster Count,Win Extra Moves,Win Merged RB,Win Garage SCs,Win Booster SCs,Win Moves,Win Moves Range,Win No Booster Moves,Win No Booster Moves Range,Win Scores,Win Scores Range,Win No Booster Scores,Win No Booster Scores Range,Win Time,Lose Moves,Lose Moves Range,Lose Time,Lose Rate (%),Lose No Booster Rate (%),Used Coins,Win Used Coins
11-7,49,186,20,161,150,31,67,37_83_44,14_14_4,12,[6_25] (8_1),12,[6_25] (8_1),4256,[2500_5755],4305,[2500_5755],71,20,[11_28] (1_1),103,13.44,19.35,258,217
11-8,41,123,19,81,62,272,8,75_8_9,27_23_11,22,[12_32] (1_2),22,[16_32] (1_1),2676,[2200_3650],2635,[2200_3350],101,20,[5_22] (1_16),88,34.15,49.59,624,604
11-9,37,131,15,128,126,14,4,25_73_30,0_1_1,11,[6_18] (1_1),11,[8_18] (15_1),2768,[1950_3705],2766,[1950_3305],53,15,[15_15] (3_3),67,2.29,3.82,24,24
11-10,39,126,15,87,79,203,62,61_12_10,17_5_8,16,[13_26] (18_2),16,[13_25] (17_2),2509,[1700_3500],2498,[1700_3500],108,17,[15_18] (16_23),127,30.95,37.30,397,387
12-1,74,292,12,150,131,509,4,129_19_0,45_29_9,15,[11_29] (2_1),15,[11_28] (1_2),2317,[1850_3600],2299,[1850_3550],93,14,[9_20] (1_1),88,48.63,55.14,978,904
12-2,89,315,20,238,218,566,286,239_135_0,75_8_18,21,[15_54] (1_1),21,[15_54] (1_1),5755,[4655_8040],5731,[4655_8040],177,22,[20_25] (24_2),194,24.44,30.79,1467,1432
12-3,59,171,20,128,117,336,148,117_76_0,44_5_8,22,[15_40] (1_1),22,[15_40] (1_1),5714,[4515_7115],5678,[4515_7115],173,22,[19_33] (1_1),302,25.15,31.58,781,688
12-4,68,224,18,144,113,352,54,103_14_27,25_33_18,19,[0_32] (1_1),19,[14_32] (1_1),3385,[2550_6200],3337,[2550_4675],130,20,[15_21] (1_57),131,35.71,49.55,768,746
12-5,71,232,20,227,220,36,14,64_134_71,6_7_1,15,[7_26] (1_1),15,[7_26] (1_1),3593,[2500_5210],3601,[2500_5210],108,21,[20_23] (4_1),117,2.16,5.17,113,113
12-6,54,185,22,183,173,28,0,87_190_82,0_14_5,17,[9_28] (1_1),17,[14_28] (13_1),5038,[3955_6685],5044,[3955_5650],91,25,[25_25] (2_2),115,1.08,6.49,154,154
12-7,51,156,20,53,18,96,4,19_27_15,19_56_36,19,[4_28] (2_2),20,[16_24] (2_1),2861,[2050_5300],2450,[2100_3350],117,22,[10_43] (1_1),134,66.03,88.46,1038,836
13-1,68,193,12,174,155,242,39,130_21_21,28_18_5,12,[9_18] (4_1),12,[9_18] (3_1),3481,[2950_4500],3457,[2950_4500],83,13,[12_15] (10_9),91,9.84,19.69,436,431
13-2,69,155,18,88,55,273,2,65_7_16,32_30_26,20,[9_29] (1_2),20,[15_29] (2_1),3617,[3040_4825],3586,[3040_4525],121,21,[15_36] (1_1),119,43.23,64.52,1123,909
13-3,71,151,18,99,75,300,3,51_35_18,46_20_13,20,[13_33] (1_2),20,[14_33] (1_2),3615,[3040_4775],3620,[3040_4575],125,20,[17_28] (2_1),163,34.44,50.33,1061,920
13-4,59,172,23,130,103,178,15,95_14_17,22_33_21,22,[8_32] (1_1),22,[15_32] (1_1),4236,[3200_6350],4144,[3200_5100],111,23,[12_31] (2_1),122,24.42,40.12,667,644
13-5,54,154,20,69,39,396,11,0_34_47,14_34_21,25,[18_34] (1_3),26,[21_34] (2_2),3843,[3230_4740],3812,[3230_4740],148,22,[19_28] (1_2),156,55.19,74.68,1135,1067
13-6,56,156,20,131,115,202,12,33_79_31,19_14_10,20,[14_32] (2_1),20,[14_32] (1_1),3131,[2375_4450],3127,[2375_3920],113,22,[20_23] (6_19),143,16.03,26.28,355,355
13-7,52,105,15,72,52,182,0,57_15_7,21_24_10,16,[2_23] (1_1),17,[12_23] (1_1),3076,[2500_5250],3033,[2500_3900],107,17,[15_18] (15_18),110,31.43,50.48,483,478
14-1,56,131,12,80,66,470,17,20_59_0,41_0_19,17,[7_38] (1_1),18,[11_38] (1_1),4634,[3500_6725],4608,[3500_6725],143,14,[7_25] (1_1),120,38.93,49.62,1300,1240
14-2,64,132,15,94,57,240,4,78_14_15,43_36_32,17,[7_27] (1_1),17,[12_25] (2_1),6137,[4945_7755],6060,[5005_7755],129,17,[15_23] (11_1),209,28.79,56.82,966,943
14-3,62,138,12,57,23,310,7,31_16_8,56_33_42,17,[8_32] (1_1),18,[12_27] (1_1),4096,[2870_5295],4091,[2870_5295],188,15,[11_30] (1_1),134,58.70,83.33,1626,1430
14-4,54,121,28,101,84,286,107,100_19_17,31_22_15,30,[14_42] (1_1),30,[20_42] (1_1),6388,[5390_8800],6380,[5400_7550],140,30,[27_31] (1_12),152,16.53,30.58,822,815
14-5,48,74,26,59,47,128,43,29_29_0,10_10_7,27,[8_42] (1_1),28,[24_42] (4_1),3268,[2550_6400],3138,[2550_4050],118,28,[26_34] (5_1),133,20.27,36.49,327,313
14-6,44,79,20,75,70,88,89,89_16_15,3_1_8,18,[11_30] (1_1),18,[11_30] (1_1),5300,[4550_6510],5297,[4550_6510],124,23,[23_23] (4_4),127,5.06,11.39,170,170
14-7,39,70,25,66,53,95,49,107_22_0,11_7_10,25,[20_31] (4_2),25,[21_31] (4_2),4244,[3000_5250],4167,[3000_5200],154,27,[25_28] (1_3),210,5.71,24.29,248,248
15-1,52,106,15,42,4,170,0,18_4_0,21_25_59,17,[7_26] (1_1),21,[19_25] (1_1),3955,[3055_5125],3999,[3505_4660],156,16,[10_25] (1_4),133,60.38,96.23,1487,1180
15-2,41,60,20,45,29,285,4,46_6_0,48_9_24,26,[13_39] (1_1),28,[20_39] (1_1),5600,[3750_6985],5521,[4205_6985],210,20,[20_25] (14_1),172,25.00,51.67,1364,1342
15-3,49,82,18,50,10,150,91,1_1_0,60_44_50,18,[0_42] (2_1),23,[18_36] (1_1),4616,[3440_7100],4030,[3570_4870],130,19,[18_38] (31_1),112,39.02,87.80,1579,1363
15-4,39,53,14,24,4,25,1,0,8_1_31,11,[0_23] (1_1),13,[11_17] (1_1),2508,[1605_4450],1864,[1605_2150],124,14,[0_34] (2_1),126,54.72,92.45,585,359
15-5,55,85,25,50,1,90,6,65_0_0,30_44_108,22,[4_37] (1_1),29,[29_29] (1_1),6410,[3975_8500],5600,[5600_5600],212,25,[25_30] (34_1),215,41.18,98.82,1617,1547
15-6,51,80,20,49,5,230,10,73_2_0,18_30_37,23,[0_35] (2_1),26,[23_28] (1_2),5136,[4250_8160],5160,[4800_5750],184,20,[20_25] (29_2),202,38.75,93.75,1238,1203
15-7,32,57,13,31,7,165,9,38_7_4,32_30_12,18,[9_38] (1_1),20,[16_38] (3_1),4017,[3505_5190],4411,[4030_5190],159,13,[13_18] (24_2),155,45.61,87.72,936,890
