Level,User Count,Play Count,Start Moves,Win Count,Win No Booster Count,Win Extra Moves,Win Merged RB,Win Garage SCs,Win Booster SCs,Win Moves,Win Moves Range,Win No Booster Moves,Win No Booster Moves Range,Win Scores,Win Scores Range,Win No Booster Scores,Win No Booster Scores Range,Win Time,Lose Moves,Lose Moves Range,Lose Time,Lose Rate (%),Lose No Booster Rate (%),Used Coins,Win Used Coins
4-5,559,1252,18,882,836,694,126,419_844_434,52_31_35,17,[7_28] (2_1),17,[7_28] (1_1),4758,[4400_5790],4757,[4400_5425],125,19,[15_26] (1_1),216,29.55,33.23,874,762
5-1,407,853,20,213,139,195,6,53_51_105,20_55_43,19,[12_31] (4_1),20,[15_31] (2_1),3206,[3050_4065],3191,[3050_4065],88,20,[12_20] (1_637),208,75.03,83.70,904,854
5-2,448,925,15,251,249,110,41,148_65_29,42_3_1,14,[9_28] (2_1),14,[9_28] (2_1),2622,[2105_3765],2619,[2105_3765],102,15,[8_30] (2_1),242,72.86,73.08,439,281
5-3,517,898,20,438,402,155,16,312_290_176,59_25_16,19,[16_25] (2_2),20,[16_25] (2_2),3811,[3350_4400],3813,[3350_4400],90,20,[20_20] (460_460),323,51.22,55.23,689,594
5-4,509,750,25,463,436,115,114,566_0_0,18_17_15,24,[14_30] (2_2),24,[20_30] (3_2),3959,[3705_4420],3959,[3705_4405],165,25,[13_30] (1_1),301,38.27,41.87,381,328
5-5,485,894,20,367,338,170,17,77_209_80,19_21_16,19,[13_25] (1_4),19,[13_25] (1_4),3112,[2850_3540],3114,[2850_3540],119,20,[17_25] (1_4),306,58.95,62.19,499,367
6-1,330,1610,20,900,877,945,126,605_424_307,41_19_18,20,[0_27] (1_1),20,[13_27] (6_1),2359,[2150_2855],2359,[2150_2850],124,21,[0_23] (3_296),247,44.10,45.53,586,478
6-2,371,2086,17,1080,1059,1316,416,551_354_152,65_20_6,17,[12_30] (1_2),17,[12_30] (1_2),2205,[1905_2940],2204,[1905_2805],143,17,[0_25] (1_1),157,48.23,49.23,744,564
6-3,359,1385,20,1374,1370,60,42,720_462_211,4_5_2,14,[8_23] (1_3),14,[8_23] (1_3),3322,[2950_3650],3322,[2950_3650],111,19,[0_23] (1_3),101,0.79,1.08,70,70
6-4,371,1668,20,1281,1265,614,138,424_888_466,65_13_6,17,[8_25] (5_1),17,[8_25] (5_1),3293,[2855_3735],3293,[2855_3735],111,21,[0_25] (2_1),139,23.20,24.16,521,461
7-1,299,950,20,865,854,238,52,503_311_186,55_9_3,16,[7_24] (1_2),16,[7_24] (1_2),3087,[2545_3600],3086,[2545_3600],101,22,[17_23] (1_56),265,8.95,10.11,393,361
7-2,356,1272,20,1225,1215,57,218,572_417_175,28_4_10,11,[6_26] (2_1),11,[6_25] (2_1),2624,[1750_3150],2625,[1750_3150],79,21,[10_23] (1_13),148,3.69,4.48,249,244
7-3,341,1166,15,1071,1064,528,42,519_368_154,25_5_2,13,[8_19] (10_2),13,[8_19] (10_2),2273,[1950_2540],2273,[1950_2540],80,16,[1_18] (1_47),311,8.15,8.75,181,176
7-4,344,1176,25,998,987,436,461,248_522_252,67_8_5,21,[10_40] (4_1),21,[10_30] (4_3),3940,[2900_5000],3939,[2900_4605],121,27,[24_28] (1_93),217,15.14,16.07,518,466
8-1,294,1087,20,357,319,565,53,277_229_149,121_31_21,21,[11_31] (1_1),21,[15_27] (3_1),3819,[3300_4600],3807,[3300_4365],193,22,[0_28] (1_3),375,67.16,70.65,1209,988
8-2,341,945,20,918,913,96,334,494_329_136,7_3_2,15,[6_23] (5_6),15,[6_23] (5_6),3150,[2540_3570],3150,[2540_3570],89,21,[12_23] (1_14),150,2.86,3.39,72,72
8-3,319,987,20,976,975,45,1078,436_303_152,2_1_0,12,[4_23] (10_6),12,[4_23] (10_6),5325,[4650_6040],5325,[4650_6040],93,22,[20_23] (3_8),125,1.11,1.22,17,17
8-4,322,1003,18,746,728,601,69,220_367_181,55_18_5,17,[9_25] (4_5),17,[9_25] (4_4),3010,[2520_3630],3009,[2520_3465],147,19,[1_26] (1_1),272,25.62,27.42,464,436
9-1,267,587,20,565,564,128,235,346_198_116,26_1_0,16,[8_25] (6_1),16,[8_25] (6_1),3484,[3005_4075],3485,[3005_4075],107,22,[20_23] (10_12),144,3.75,3.92,137,137
9-2,274,681,17,534,503,683,32,316_186_92,27_25_12,17,[10_26] (6_4),17,[10_26] (6_2),3028,[2755_3810],3028,[2755_3810],119,19,[17_20] (73_74),148,21.59,26.14,440,428
9-3,277,758,15,369,346,558,32,69_54_44,34_15_18,15,[0_27] (2_2),15,[10_27] (4_1),2433,[2150_3070],2423,[2150_3070],120,17,[10_19] (1_1),170,51.32,54.35,621,436
9-4,303,862,20,242,236,695,179,115_173_81,83_6_1,22,[15_38] (3_2),22,[15_38] (3_2),5225,[4200_6770],5219,[4200_6770],185,22,[15_38] (1_1),293,71.93,72.62,954,652
10-1,156,381,16,64,43,225,14,27_28_15,39_24_14,19,[13_32] (1_1),19,[15_32] (4_1),4665,[4350_5500],4672,[4350_5500],174,16,[13_21] (1_8),126,83.20,88.71,679,614
10-2,174,379,20,60,22,185,3,43_31_17,57_41_27,22,[12_35] (1_1),23,[16_32] (1_1),4155,[3760_4790],4187,[3760_4790],182,20,[16_35] (1_1),221,84.17,94.20,1054,901
10-3,184,339,22,134,119,115,1,87_72_0,25_16_4,21,[15_35] (2_1),21,[15_32] (2_1),3374,[3050_3965],3373,[3100_3965],123,22,[9_27] (1_2),167,60.47,64.90,395,284
10-4,185,268,20,161,146,45,12,37_93_57,35_9_7,17,[10_26] (2_2),17,[10_26] (2_2),4224,[3305_5955],4223,[3305_5955],110,20,[19_25] (1_2),156,39.93,45.52,332,309
10-5,171,274,20,119,100,90,3,45_80_57,40_20_7,19,[14_26] (4_2),19,[14_26] (4_1),3375,[2950_4150],3364,[2950_3905],126,20,[20_25] (154_1),365,56.57,63.50,410,396
11-1,117,458,20,263,237,185,94,179_111_86,16_11_19,18,[8_27] (2_1),18,[8_24] (2_2),4185,[3805_4670],4189,[3805_4670],120,20,[0_23] (1_56),217,42.58,48.25,435,310
11-2,123,499,20,425,408,89,13,211_150_68,14_19_3,15,[7_28] (3_1),15,[7_23] (3_5),3951,[2750_5950],3936,[2750_5155],80,20,[0_23] (1_24),105,14.83,18.24,222,222
11-3,125,600,25,516,498,119,56,396_325_161,16_19_2,21,[11_28] (1_16),21,[11_28] (1_14),5342,[4875_5800],5345,[4915_5800],166,26,[22_28] (1_26),192,14.00,17.00,267,225
11-4,124,646,15,393,365,354,81,82_152_69,13_24_25,13,[6_24] (1_5),13,[8_24] (3_1),2885,[2650_3595],2877,[2665_3340],80,16,[0_18] (3_73),167,39.16,43.50,563,460
12-1,115,357,20,316,310,156,7,171_117_56,26_6_1,17,[11_28] (5_1),17,[11_28] (5_1),2523,[2100_2900],2525,[2100_2900],91,21,[19_23] (1_17),187,11.48,13.17,184,179
12-2,117,360,20,168,162,380,205,190_92_54,45_6_1,21,[16_38] (1_1),21,[16_38] (1_1),5320,[4245_6570],5307,[4245_6570],240,22,[19_28] (1_5),490,53.33,55.00,514,463
12-3,98,402,20,185,183,406,216,200_114_47,43_1_1,21,[16_36] (3_1),21,[16_36] (3_1),5271,[4290_6245],5270,[4290_6245],255,22,[19_33] (2_1),249,53.98,54.48,369,310
12-4,117,428,20,250,215,424,71,73_177_122,21_33_11,20,[12_28] (1_2),21,[15_28] (4_2),3192,[2600_3805],3192,[2600_3805],117,22,[17_28] (1_2),124,41.59,49.77,488,429
13-1,103,231,20,230,229,3,34,117_85_47,4_1_0,13,[8_22] (1_1),13,[8_22] (1_1),3806,[3240_4305],3803,[3240_4055],90,20,[20_20] (1_1),105,0.43,0.87,27,27
13-2,88,197,20,132,97,208,4,67_65_42,36_34_11,20,[12_31] (1_1),20,[12_31] (1_1),3372,[3025_3980],3388,[3025_3980],171,22,[19_53] (1_1),770,32.99,50.76,705,511
13-3,97,215,20,154,121,241,2,102_69_42,34_28_9,20,[12_30] (1_2),20,[12_30] (1_2),3381,[2930_4080],3385,[2930_4080],131,22,[20_23] (24_37),484,28.37,43.72,454,442
13-4,107,253,25,184,157,261,28,74_161_91,26_19_15,24,[0_37] (1_1),24,[15_37] (1_1),3850,[3150_4990],3840,[3150_4690],241,27,[23_33] (1_1),366,27.27,37.94,432,396
14-1,72,143,20,123,123,142,22,86_76_34,23_0_0,19,[11_33] (1_1),19,[11_33] (1_1),4494,[3855_5515],4494,[3855_5515],144,22,[20_28] (11_1),226,13.99,13.99,165,130
14-2,104,215,20,179,149,169,6,165_114_70,29_25_10,18,[9_32] (1_1),18,[9_32] (1_1),5908,[5075_7380],5897,[5075_7380],128,22,[20_33] (16_1),195,16.74,30.70,438,420
14-3,81,174,20,108,82,222,8,110_72_34,38_24_10,21,[14_29] (2_1),21,[14_29] (1_1),4057,[3385_4870],4051,[3385_4870],226,23,[20_28] (10_2),632,37.93,52.87,468,448
14-4,92,154,20,153,149,37,250,23_45_26,2_5_1,17,[11_25] (3_1),17,[11_25] (3_1),4796,[3350_6165],4790,[3350_6165],92,20,[20_20] (1_1),101,0.65,3.25,53,53
15-1,69,119,18,47,9,70,1,36_10_0,15_31_44,17,[8_29] (1_2),18,[13_29] (1_1),3481,[3100_4340],3410,[3100_3925],201,19,[18_28] (64_1),125,60.50,92.44,808,719
15-2,65,105,20,35,30,295,8,46_14_11,56_6_1,29,[19_55] (1_1),29,[19_40] (1_1),5459,[4075_7895],5370,[4075_6540],324,21,[20_45] (61_1),159,66.67,71.43,1054,893
15-3,60,78,30,53,38,10,140,20_1_3,15_19_8,24,[0_35] (1_1),26,[16_33] (1_1),4310,[3670_5600],4224,[3670_4920],130,29,[0_30] (1_23),217,32.05,51.28,276,269
15-4,72,139,18,7,7,55,0,0_1_0,0,24,[17_33] (2_1),24,[17_33] (2_1),2148,[1700_2610],2148,[1700_2610],267,18,[0_33] (1_2),329,94.96,94.96,303,111
