Level,User Count,Play Count,Start Moves,Win Count,Win No Booster Count,Win Extra Moves,Win Merged RB,Win Garage SCs,Win Booster SCs,Win Moves,Win Moves Range,Win No Booster Moves,Win No Booster Moves Range,Win Scores,Win Scores Range,Win No Booster Scores,Win No Booster Scores Range,Win Time,Lose Moves,Lose Moves Range,Lose Time,Lose Rate (%),Lose No Booster Rate (%),Used Coins,Win Used Coins
4-5,417,959,18,622,597,454,140,164_393_173,26_16_13,17,[7_30] (1_1),17,[7_30] (1_1),4787,[4350_5355],4788,[4450_5355],149,19,[9_21] (1_160),189,35.14,37.75,371,352
5-1,326,697,20,145,82,140,4,35_46_58,15_48_28,19,[0_27] (1_1),20,[16_27] (3_1),3205,[3050_4100],3201,[3050_3765],96,20,[12_25] (2_2),135,79.20,88.24,643,631
5-2,398,778,15,185,184,110,31,97_28_16,28_1_0,14,[10_27] (7_1),14,[10_27] (7_1),2653,[2005_3625],2653,[2005_3625],130,15,[11_25] (4_3),178,76.22,76.35,385,189
5-3,410,761,20,272,234,155,9,88_125_58,72_22_21,20,[13_25] (1_2),20,[17_25] (1_2),3849,[3475_4350],3845,[3475_4350],91,20,[1_25] (1_2),145,64.26,69.25,713,680
5-4,369,553,25,334,322,65,97,334_0_0,20_5_9,24,[12_30] (1_1),24,[21_30] (27_1),3963,[3705_4530],3962,[3705_4330],146,25,[15_25] (1_211),281,39.60,41.77,242,206
5-5,396,636,20,286,267,130,9,59_159_65,15_14_13,18,[11_25] (1_2),18,[13_25] (1_2),3128,[2850_3500],3122,[2850_3500],116,20,[20_25] (344_6),189,55.03,58.02,318,273
6-1,234,1275,20,747,734,737,83,419_201_134,27_13_5,20,[14_26] (6_1),20,[14_26] (6_1),2370,[2200_2910],2370,[2200_2910],138,21,[0_28] (1_1),161,41.41,42.43,308,261
6-2,298,1769,17,889,871,1110,343,525_260_91,77_19_4,17,[13_31] (42_1),17,[13_27] (42_1),2211,[1940_2855],2209,[1940_2740],114,18,[0_25] (3_2),214,49.75,50.76,703,581
6-3,308,1407,20,1401,1400,21,32,762_471_162,3_1_0,14,[8_22] (1_2),14,[8_22] (1_2),3319,[2900_3660],3319,[2900_3660],84,17,[20_20] (5_5),67,0.43,0.50,22,22
6-4,283,1599,20,1242,1230,632,132,304_721_274,54_12_3,17,[8_26] (1_2),17,[8_26] (1_1),3313,[2855_3850],3313,[2855_3755],133,21,[3_23] (1_117),226,22.33,23.08,411,381
7-1,231,942,18,783,779,387,53,556_91_106,68_4_0,15,[8_24] (2_1),15,[8_24] (2_1),2956,[2450_3600],2956,[2450_3600],90,20,[8_21] (1_93),224,16.88,17.30,414,367
7-2,264,1189,15,457,431,704,73,316_61_74,41_27_9,15,[8_31] (1_1),15,[8_28] (1_1),2458,[2105_3650],2448,[2105_3450],215,16,[11_23] (1_1),229,61.56,63.75,644,519
7-3,269,986,15,874,868,417,43,424_74_79,16_6_1,13,[9_18] (7_36),13,[9_18] (7_36),2284,[1900_2520],2284,[1900_2520],89,16,[15_18] (79_33),105,11.36,11.97,129,129
7-4,255,1027,18,509,494,473,212,120_231_104,58_11_10,17,[10_36] (1_1),17,[10_36] (1_1),3429,[2400_4760],3429,[2400_4760],109,19,[17_26] (1_1),249,50.44,51.90,569,518
8-1,202,648,20,214,192,450,20,167_92_52,66_20_11,21,[14_39] (1_1),21,[14_28] (1_3),3828,[3405_5010],3811,[3405_4255],374,22,[15_28] (1_3),399,66.98,70.37,669,627
8-2,216,583,15,401,389,520,178,306_45_46,34_12_6,15,[10_28] (5_1),15,[10_21] (5_1),3006,[2485_3980],2998,[2485_3465],120,16,[13_18] (1_91),129,31.22,33.28,364,346
8-3,223,695,15,341,319,781,757,326_44_55,17_25_8,16,[11_23] (3_1),16,[11_23] (3_1),5989,[5365_6645],5994,[5365_6645],151,17,[15_23] (126_1),303,50.94,54.10,423,324
8-4,229,603,18,485,474,395,45,382_57_44,31_7_4,16,[9_30] (2_1),16,[9_30] (2_1),3051,[2505_3670],3052,[2505_3670],106,20,[17_21] (1_75),171,19.57,21.39,252,242
9-1,148,267,15,225,218,264,108,158_20_22,35_6_2,15,[6_23] (1_1),15,[9_23] (1_1),3173,[2800_3520],3171,[2800_3500],104,17,[15_23] (10_1),154,15.73,18.35,232,232
9-2,174,370,15,228,213,421,15,177_20_31,14_13_5,16,[9_21] (1_4),16,[9_21] (1_4),2951,[2655_3540],2952,[2655_3540],112,17,[15_18] (30_112),380,38.38,42.43,238,198
9-3,184,399,15,307,298,206,15,13_2_1,9_5_6,14,[10_21] (16_1),14,[10_21] (16_1),2412,[2050_2765],2412,[2050_2765],92,16,[5_18] (1_44),485,23.06,25.31,168,129
9-4,169,374,20,153,150,279,109,57_73_23,52_3_1,21,[15_31] (4_1),21,[15_31] (4_1),5207,[4200_6300],5202,[4200_6030],426,22,[12_33] (1_1),309,59.09,59.89,379,293
10-1,100,195,16,38,18,130,5,20_8_11,34_23_8,19,[13_30] (1_1),20,[16_30] (3_1),4673,[4355_5250],4676,[4355_5250],137,16,[16_21] (155_2),132,80.51,90.77,475,425
10-2,105,194,20,23,12,100,3,15_5_6,21_11_5,24,[17_38] (1_1),26,[17_38] (1_1),4245,[3810_4905],4384,[4050_4905],237,20,[20_25] (167_4),542,88.14,93.81,413,340
10-3,122,211,20,72,58,145,4,46_30_0,25_13_5,21,[16_34] (1_1),21,[16_34] (1_1),3306,[2900_3900],3296,[2900_3900],216,20,[20_25] (135_4),139,65.88,72.51,404,324
10-4,97,122,20,86,79,20,7,13_55_19,14_6_3,18,[11_24] (1_3),18,[11_24] (1_3),4244,[3610_5405],4247,[3610_5405],115,20,[20_20] (36_36),189,29.51,35.25,149,137
10-5,117,153,20,74,61,90,3,19_39_22,29_8_6,20,[14_30] (1_1),20,[14_30] (1_1),3408,[2900_3965],3405,[2900_3965],139,20,[20_25] (78_1),322,51.63,60.13,265,260
11-1,69,243,20,145,134,132,81,80_49_26,10_9_5,18,[8_27] (2_1),18,[8_27] (2_1),4242,[3785_4670],4246,[3785_4670],123,20,[0_23] (1_17),228,40.33,44.86,207,153
11-2,80,367,15,263,243,202,8,124_73_33,19_13_11,13,[6_22] (1_1),13,[6_20] (1_1),3480,[2600_5155],3439,[2600_4855],84,16,[12_23] (1_1),436,28.34,33.79,320,275
11-3,63,205,22,161,150,134,30,145_25_23,13_11_0,21,[14_29] (1_1),21,[15_28] (1_1),5159,[4840_5675],5157,[4840_5675],142,23,[0_35] (1_1),159,21.46,26.83,176,149
11-4,68,488,15,324,313,282,72,23_43_20,11_10_13,13,[6_28] (1_1),13,[8_28] (5_1),2890,[2550_3720],2886,[2550_3720],79,17,[15_18] (46_118),111,33.61,35.86,306,253
12-1,50,161,20,141,138,75,9,84_47_10,5_2_1,17,[11_28] (2_1),17,[11_28] (2_1),2536,[2100_2850],2539,[2200_2850],112,21,[20_23] (11_9),147,12.42,14.29,46,46
12-2,73,260,20,141,137,272,182,111_64_24,32_4_0,21,[16_38] (4_1),21,[16_38] (4_1),5277,[4370_6435],5269,[4370_6435],205,22,[20_28] (42_1),286,45.77,47.31,302,260
12-3,82,242,20,163,162,378,203,133_83_35,35_1_0,21,[15_36] (1_1),21,[15_36] (1_1),5332,[4165_6350],5333,[4165_6350],186,22,[20_25] (26_2),197,32.64,33.06,230,215
12-4,70,211,18,111,78,294,44,83_11_17,12_36_10,20,[16_30] (4_1),20,[16_25] (1_3),3192,[2745_3700],3186,[2745_3655],138,20,[15_21] (1_63),221,47.39,63.03,424,400
13-1,66,148,20,148,148,0,28,75_48_25,3_0_0,13,[9_19] (2_2),13,[9_19] (2_2),3818,[3405_4050],3818,[3405_4050],87,,,,,,15,15
13-2,60,159,18,70,45,177,1,52_12_4,16_25_15,19,[13_27] (1_1),19,[15_26] (3_2),3328,[3080_3750],3317,[3080_3650],127,21,[18_43] (21_1),164,55.97,71.70,518,376
13-3,57,109,18,56,37,98,0,27_21_8,18_15_11,18,[13_27] (2_2),18,[14_27] (1_2),3292,[3030_3975],3301,[3040_3975],132,21,[18_41] (11_1),206,48.62,66.06,431,286
13-4,48,119,23,84,63,151,11,61_11_12,24_15_18,23,[18_33] (3_1),23,[18_29] (1_2),3846,[3125_4540],3857,[3350_4480],198,25,[23_31] (18_1),133,29.41,47.06,387,387
14-1,48,76,15,45,45,164,10,9_21_15,26_0_0,18,[14_28] (6_2),18,[14_28] (6_2),4302,[3740_5240],4302,[3740_5240],141,17,[15_23] (13_1),278,40.79,40.79,178,168
14-2,44,89,15,59,45,151,11,57_4_12,27_12_9,17,[13_28] (1_1),17,[14_28] (5_1),5658,[4940_6695],5631,[4940_6425],191,18,[15_23] (6_1),152,33.71,49.44,342,313
14-3,47,99,20,65,49,169,4,41_22_11,24_10_11,21,[14_31] (1_1),22,[15_31] (1_1),4138,[3505_4845],4145,[3505_4845],160,23,[20_23] (4_30),194,34.34,50.51,295,290
14-4,53,90,28,52,38,183,90,58_11_8,15_15_4,31,[23_43] (2_1),31,[23_43] (2_1),6076,[5190_7450],6114,[5190_7450],163,30,[28_36] (10_2),410,42.22,57.78,322,300
15-1,35,60,18,28,4,40,1,20_4_0,11_23_20,17,[9_24] (1_1),18,[16_20] (1_1),3496,[3175_4050],3354,[3205_3700],377,19,[18_23] (28_4),121,53.33,93.33,389,382
15-2,34,53,20,25,24,150,7,25_2_3,35_1_0,27,[20_35] (2_2),27,[20_35] (2_2),5248,[4025_6200],5241,[4025_6200],190,21,[20_30] (24_1),141,52.83,54.72,379,354
15-3,36,44,22,28,11,70,58,0,21_9_24,19,[0_35] (1_1),25,[20_30] (1_1),4066,[3620_4800],3896,[3620_4770],133,21,[0_22] (1_15),107,36.36,75.00,427,403
15-4,37,51,18,4,3,10,0,0,1_0_1,20,[17_23] (2_1),20,[17_23] (2_1),1838,[1700_2050],1767,[1700_1900],115,19,[0_43] (1_1),756,92.16,94.12,247,12
