Level,User Count,Play Count,Start Moves,Win Count,Win No Booster Count,Win Extra Moves,Win Merged RB,Win Garage SCs,Win Booster SCs,Win Moves,Win Moves Range,Win No Booster Moves,Win No Booster Moves Range,Win Scores,Win Scores Range,Win No Booster Scores,Win No Booster Scores Range,Win Time,Lose Moves,Lose Moves Range,Lose Time,Lose Rate (%),Lose No Booster Rate (%),Used Coins,Win Used Coins
22,791,940,10,834,831,25,396,240_3_2,10_1_2,7,[5_17] (288_1),7,[5_17] (288_1),2736,[2400_3110],2736,[2400_3110],47,10,[6_10] (1_105),56,11.28,11.60,89,79
23,794,1398,15,818,808,30,129,1050_5_25,42_2_11,13,[6_20] (1_1),13,[7_20] (5_1),4326,[3865_5005],4325,[3865_4750],106,15,[0_25] (1_1),194,41.49,42.20,454,311
24,786,1031,10,830,827,30,3,489_10_6,39_4_1,7,[4_14] (23_1),7,[4_14] (23_1),2302,[1930_2680],2301,[1930_2680],84,10,[5_10] (1_199),176,19.50,19.79,262,229
25,791,2266,20,1146,1089,45,71,1920_294_34,89_79_17,17,[0_31] (1_1),17,[11_31] (1_1),3180,[2785_4050],3175,[2785_3960],125,20,[1_25] (2_1),253,49.43,51.94,1570,1162
26,741,781,15,777,771,0,2,1_2_0,3_6_0,5,[3_15] (1_1),5,[4_15] (320_1),2502,[1950_2850],2503,[1950_2850],81,6,[1_15] (2_1),42,0.51,1.28,57,57
27,746,815,20,793,763,0,110,507_357_12,4_42_2,13,[6_21] (3_1),13,[6_20] (1_15),2962,[2500_3320],2965,[2500_3285],107,18,[6_20] (1_19),115,2.70,6.38,361,320
28,734,933,15,758,715,10,13,429_289_7,12_54_8,9,[2_17] (1_1),9,[6_17] (138_1),4038,[3600_4635],4046,[3600_4265],120,15,[7_15] (1_167),105,18.76,23.37,955,491
29,723,954,10,748,697,15,7,428_306_9,21_59_0,8,[5_14] (7_1),8,[5_12] (4_2),2498,[2275_3160],2496,[2275_2805],63,10,[0_10] (1_204),94,21.59,26.94,609,509
30,744,1878,25,702,583,25,127,791_580_21,47_163_7,22,[0_33] (1_1),22,[14_33] (1_1),4808,[4305_6010],4811,[4305_5355],212,25,[0_30] (1_4),302,62.62,68.96,2496,1410
31,684,726,15,705,701,0,18,7_8_0,0_3_2,10,[1_15] (1_3),10,[7_15] (1_3),1714,[1400_2150],1714,[1400_1850],67,13,[5_15] (2_16),76,2.89,3.44,52,38
32,681,775,15,697,682,10,138,329_227_13,13_15_1,9,[5_18] (74_1),9,[5_18] (74_1),2677,[2055_3050],2682,[2055_3050],225,15,[15_15] (78_78),91,10.06,12.00,239,177
33,680,842,25,687,668,5,72,788_512_15,11_24_2,20,[10_27] (1_1),20,[12_27] (1_1),4721,[3955_5150],4726,[3955_5150],166,25,[4_25] (1_154),328,18.41,20.67,283,236
34,664,695,20,679,674,0,2,352_236_6,7_3_3,10,[4_20] (18_7),10,[4_20] (18_7),3915,[3105_4400],3917,[3105_4400],76,20,[20_20] (16_16),143,2.30,3.02,86,81
35,655,880,15,667,653,5,1061,209_141_2,9_15_2,10,[6_16] (138_2),10,[6_16] (138_2),3294,[2700_3610],3298,[2700_3610],75,15,[0_20] (1_1),127,24.20,25.80,200,165
36,638,658,15,657,657,0,5,157_109_5,3_0_0,6,[5_16] (375_1),6,[5_16] (375_1),2606,[2155_2680],2606,[2155_2680],57,15,[15_15] (1_1),82,0.15,0.15,15,15
37,637,668,25,660,657,0,81,410_299_10,2_4_0,10,[5_25] (15_1),10,[5_25] (15_1),4605,[3735_4940],4606,[3735_4940],82,25,[25_25] (8_8),163,1.20,1.65,37,37
38,691,2446,17,629,548,75,26,416_233_21,75_83_12,15,[3_26] (1_1),15,[9_21] (1_1),3101,[2500_3920],3089,[2500_3720],119,17,[0_22] (1_4),221,74.28,77.60,1719,1042
39,668,3056,20,578,461,95,62,500_581_37,76_128_14,19,[12_30] (1_1),19,[12_26] (1_1),3403,[2900_4430],3404,[2900_3935],145,20,[1_25] (4_2),288,81.09,84.91,2262,1421
40,563,710,15,564,557,0,216,223_164_6,7_4_4,9,[3_16] (1_1),9,[4_16] (32_1),2360,[1815_2705],2361,[1815_2705],95,15,[6_50] (1_1),193,20.56,21.55,347,95
41,558,640,20,579,573,0,94,361_264_15,7_5_3,10,[5_20] (4_7),10,[5_20] (4_7),2780,[1705_3115],2782,[1705_3115],96,19,[5_25] (1_1),400,9.53,10.47,160,94
42,620,2677,15,568,460,85,1,359_280_28,76_108_21,14,[5_19] (1_3),14,[10_19] (3_3),2025,[1700_2500],2015,[1700_2500],108,15,[0_25] (5_1),136,78.78,82.82,2416,1291
43,533,556,15,545,530,0,7,18_16_4,1_0_16,7,[4_15] (81_12),7,[4_15] (80_12),2582,[1955_2810],2583,[1955_2810],61,15,[15_15] (11_11),2939,1.98,4.68,134,134
44,530,709,15,531,483,0,3,238_161_110,3_10_52,11,[2_16] (2_1),11,[7_16] (18_1),2367,[1885_2835],2366,[1885_2585],129,15,[6_15] (2_173),153,25.11,31.88,654,507
45,598,3076,19,490,217,165,640,241_194_203,50_60_369,17,[3_32] (1_1),18,[13_26] (1_1),3775,[3250_4505],3785,[3250_4500],150,19,[0_29] (2_1),228,84.07,92.95,5169,3744
46,493,499,20,499,499,0,8,237_164_75,0,7,[4_15] (27_3),7,[4_15] (27_3),3070,[2400_3380],3070,[2400_3380],53,,,,,,0,0
47,485,491,20,491,491,0,807,2_2_0,0,5,[4_13] (230_3),5,[4_13] (230_3),3389,[2700_3725],3389,[2700_3725],46,,,,,,0,0
48,484,496,25,488,484,0,5,248_159_88,3_1_3,14,[8_25] (9_5),14,[8_25] (9_5),2918,[2250_3400],2918,[2250_3400],81,23,[11_25] (1_7),131,1.61,2.42,46,46
49,478,666,20,480,452,10,85,316_206_117,13_9_27,17,[10_29] (1_1),17,[10_22] (1_1),3391,[2730_4580],3388,[2730_4230],134,20,[19_20] (1_185),130,27.93,32.13,406,354
50,509,2066,15,434,277,110,6,196_159_180,34_58_140,14,[11_21] (12_1),15,[11_21] (6_1),3438,[3205_3905],3429,[3205_3905],115,15,[0_20] (3_6),114,78.99,86.59,2026,1699
51,436,465,15,460,460,0,0,1_1_1,0,4,[3_15] (278_1),4,[3_15] (278_1),3021,[2305_3640],3021,[2305_3640],32,13,[4_15] (1_4),71,1.08,1.08,0,0
52,430,490,20,431,421,5,451,331_202_90,4_4_6,14,[5_24] (2_1),14,[5_24] (2_1),4852,[4170_5545],4855,[4335_5545],110,20,[20_25] (58_1),146,12.04,14.08,136,96
53,442,548,25,466,441,10,149,143_88_50,19_13_19,17,[9_27] (2_1),17,[9_26] (2_1),3298,[2200_3980],3291,[2200_3980],110,24,[8_25] (1_74),152,14.96,19.53,353,334
54,427,442,20,434,430,0,240,65_59_26,3_2_2,12,[6_20] (1_5),12,[6_20] (1_5),3336,[2000_3790],3335,[2000_3790],81,20,[20_20] (8_8),353,1.81,2.71,45,45
55,429,761,20,421,381,30,45,398_256_153,18_18_27,18,[11_28] (3_1),18,[11_28] (3_1),3438,[3105_4020],3441,[3105_4020],182,20,[0_20] (1_339),148,44.68,49.93,509,441
56,424,608,20,422,413,15,60,234_99_87,15_4_5,16,[9_25] (1_2),16,[10_25] (2_1),2337,[1750_2900],2337,[1750_2900],114,20,[14_20] (1_183),143,30.59,32.07,160,141
57,426,760,20,417,391,35,6,294_214_128,23_8_27,17,[10_27] (6_1),17,[10_24] (5_1),3763,[3350_4505],3759,[3350_4200],180,20,[9_25] (1_2),173,45.13,48.55,530,396
58,462,2006,20,412,307,125,17,241_227_238,74_38_80,19,[1_34] (1_1),19,[11_28] (3_1),3097,[2625_4205],3078,[2625_3735],157,20,[1_30] (1_1),158,79.46,84.70,1612,1323
59,418,609,25,412,389,30,110,351_251_164,9_9_16,22,[14_31] (1_1),22,[14_31] (1_1),4435,[4100_4990],4437,[4100_4990],121,25,[25_25] (197_197),564,32.35,36.12,256,244
60,450,1794,25,395,347,85,88,386_291_193,38_34_29,23,[13_36] (1_1),23,[13_30] (1_4),4383,[3100_5200],4384,[3100_4925],231,25,[0_30] (2_3),231,77.98,80.66,943,698
61,391,407,15,397,397,0,1,37_23_11,0,8,[4_14] (14_5),8,[4_14] (14_5),2647,[2150_3350],2647,[2150_3350],51,16,[15_25] (9_1),108,2.46,2.46,21,0
62,414,1310,20,374,337,40,35,167_118_90,16_21_28,17,[0_27] (1_1),17,[7_25] (1_1),4156,[2950_5550],4157,[3050_5450],102,20,[5_25] (1_2),209,71.45,74.27,605,459
63,374,391,20,377,377,0,210,168_103_51,4_0_0,13,[7_20] (3_12),13,[7_20] (3_12),2757,[1900_3460],2757,[1900_3460],78,20,[20_20] (14_14),103,3.58,3.58,20,20
64,423,1951,25,341,294,20,22,232_183_188,43_26_36,20,[6_29] (1_1),21,[6_29] (1_1),5068,[3620_6460],5053,[3620_6460],128,25,[0_30] (2_6),191,82.52,84.93,1183,684
65,382,1772,15,339,265,115,25,109_156_111,36_48_33,13,[6_23] (2_2),13,[6_23] (2_1),3399,[2615_5135],3372,[2735_4795],89,15,[2_15] (1_1424),146,80.87,85.05,1106,786
66,326,364,15,329,329,0,0,26_20_10,1_0_0,8,[5_15] (26_6),8,[5_15] (26_6),2232,[1500_2700],2232,[1500_2700],91,15,[15_15] (35_35),278,9.62,9.62,5,5
67,349,1240,20,312,309,90,27,291_140_60,12_3_1,18,[12_39] (4_1),18,[12_33] (4_1),4221,[3475_5550],4216,[3475_5300],122,20,[0_35] (1_2),146,74.84,75.08,431,198
68,320,556,20,313,312,35,46,165_91_39,7_0_1,17,[8_26] (3_1),17,[8_25] (3_1),2826,[2240_3340],2825,[2240_3340],98,20,[2_25] (1_1),147,43.71,43.88,81,42
69,377,2853,15,305,268,140,18,160_113_100,66_32_15,15,[10_24] (1_1),15,[10_24] (1_1),3079,[2255_3855],3084,[2255_3855],96,15,[0_20] (1_3),137,89.31,90.61,1009,684
70,331,1327,20,285,260,90,23,178_141_86,29_24_13,18,[10_33] (1_1),18,[10_27] (1_1),4736,[3775_6780],4709,[3775_5985],132,20,[1_25] (1_3),149,78.52,80.41,584,499
71,323,1796,15,263,257,85,13,105_38_31,26_2_5,14,[7_24] (1_1),14,[7_24] (1_1),3103,[2005_4615],3076,[2005_4230],89,15,[0_25] (2_1),137,85.36,85.69,365,184
72,287,1168,20,244,240,85,28,259_124_71,17_4_1,18,[11_32] (1_1),18,[11_32] (1_1),3372,[2340_4300],3369,[2340_4300],154,20,[0_30] (1_1),222,79.11,79.45,328,178
73,245,307,20,247,239,5,101,134_86_56,5_5_3,16,[8_21] (2_1),16,[8_21] (1_1),3482,[3000_3895],3482,[3000_3895],151,20,[6_30] (1_1),127,19.54,22.15,105,83
74,258,1123,15,338,337,60,12,181_88_52,39_1_0,14,[9_27] (3_1),14,[9_27] (3_1),2286,[1600_3390],2284,[1600_3390],131,15,[4_20] (1_2),152,69.90,69.99,294,252
75,282,1174,25,237,197,45,64,172_145_119,39_29_29,21,[7_32] (2_2),21,[7_31] (1_1),4677,[3605_7055],4635,[3605_6065],188,25,[0_30] (1_2),260,79.81,83.22,876,635
76,240,548,20,230,220,25,35,107_86_46,23_4_8,17,[9_30] (3_2),17,[9_30] (3_1),2915,[2505_3655],2909,[2505_3460],109,20,[2_30] (1_1),340,58.03,59.85,288,215
77,263,1173,29,227,222,110,125,205_123_61,27_4_2,28,[20_42] (2_1),28,[20_40] (2_1),3452,[2855_3960],3447,[2855_3960],171,29,[0_39] (1_2),200,80.65,81.07,401,228
78,250,842,30,228,202,100,29,167_138_156,24_18_12,29,[22_38] (1_2),29,[22_38] (1_2),4960,[4700_5505],4951,[4700_5505],167,30,[11_35] (1_1),177,72.92,76.01,420,342
79,246,881,35,229,213,60,48,202_152_167,28_11_9,32,[18_52] (1_1),32,[21_46] (1_1),4054,[3505_4715],4049,[3505_4715],216,35,[1_40] (1_5),311,74.01,75.82,484,330
80,246,1139,20,220,216,70,48,156_76_38,22_2_8,18,[11_33] (1_1),18,[11_28] (1_1),3568,[2550_5355],3547,[2550_4705],204,20,[1_25] (4_5),248,80.68,81.04,356,250
81,241,1042,30,211,192,85,148,167_120_136,23_11_13,28,[20_44] (1_1),28,[20_37] (1_1),4956,[4315_5645],4954,[4315_5645],176,30,[0_35] (1_2),283,79.75,81.57,458,346
82,219,512,30,207,188,25,27,205_161_150,2_20_10,24,[12_39] (1_1),24,[12_30] (1_13),3527,[3010_4055],3528,[3010_4055],193,30,[1_35] (1_1),236,59.57,63.28,287,233
83,218,803,30,199,197,80,73,195_136_69,18_3_0,28,[20_61] (1_1),28,[20_61] (1_1),4636,[4115_6190],4629,[4115_6190],211,30,[0_35] (1_4),197,75.22,75.47,297,240
84,217,1033,25,183,159,70,33,143_108_108,12_13_18,23,[15_34] (3_1),23,[15_34] (3_1),4086,[3600_4605],4086,[3600_4605],155,25,[1_30] (1_3),348,82.28,84.61,369,320
85,185,683,28,164,147,25,57,169_117_99,15_16_6,26,[18_34] (3_1),26,[18_34] (3_1),4138,[3850_4680],4141,[3850_4680],179,28,[1_28] (1_502),261,75.99,78.48,301,232
86,173,352,34,163,155,25,11,146_102_68,11_8_7,31,[20_39] (2_2),31,[21_39] (1_2),4829,[3850_6520],4799,[3850_5760],136,34,[2_34] (1_187),236,53.69,55.97,176,166
87,169,539,23,159,150,0,30,45_151_100,27_7_10,21,[15_24] (2_1),21,[15_24] (2_1),3696,[3195_4285],3683,[3195_4250],153,23,[1_28] (1_1),411,70.50,72.17,324,264
88,178,547,35,164,146,10,37,164_135_74,8_16_15,30,[19_38] (1_1),30,[20_38] (1_1),6137,[4300_7410],6094,[4300_7410],155,34,[0_40] (2_1),267,70.02,73.31,312,273
89,188,1110,27,152,149,80,33,169_71_51,11_2_1,26,[21_57] (1_1),26,[21_57] (1_1),4012,[3350_5320],4009,[3350_5320],151,27,[0_32] (2_4),187,86.31,86.58,293,200
90,164,754,30,133,109,60,53,71_79_147,19_17_15,28,[19_46] (1_1),28,[19_40] (1_1),4695,[4255_5335],4685,[4255_5145],180,30,[4_35] (1_3),316,82.36,85.54,416,346
91,131,131,15,131,130,0,1,1_0_1,0_1_0,5,[3_14] (41_1),5,[3_14] (41_1),2639,[2155_3010],2638,[2155_3010],33,,,,,0.76,7,7
92,139,156,25,140,138,0,1,73_47_22,0_1_1,21,[13_25] (1_10),21,[13_25] (1_10),4080,[2925_4605],4076,[2925_4605],142,25,[25_25] (16_16),107,10.26,11.54,15,15
93,138,179,20,139,136,15,8,95_65_38,5_1_3,16,[9_22] (1_1),16,[10_22] (1_1),4067,[3400_4490],4071,[3400_4490],98,20,[20_20] (40_40),124,22.35,24.02,55,55
94,141,339,23,134,127,25,21,93_102_67,5_8_4,21,[0_28] (1_2),21,[16_28] (1_2),3521,[3255_4360],3516,[3255_3960],161,23,[16_23] (1_198),152,60.47,62.54,129,112
95,138,287,25,134,130,30,22,101_77_58,14_3_3,22,[14_33] (3_1),22,[14_31] (3_1),4508,[4105_5055],4500,[4105_4855],128,25,[22_28] (1_1),221,53.31,54.70,141,119
96,148,793,20,137,124,55,95,131_94_53,17_6_9,18,[11_28] (1_1),18,[11_28] (1_1),4721,[4460_5260],4715,[4460_5145],133,20,[13_25] (1_2),154,82.72,84.36,271,212
97,142,416,30,136,133,70,56,127_101_43,10_3_0,29,[23_42] (1_1),29,[23_42] (1_1),4590,[4250_5350],4592,[4250_5350],160,30,[9_40] (1_1),313,67.31,68.03,165,115
98,138,297,20,139,127,10,28,113_79_49,11_10_6,18,[11_26] (1_1),18,[11_26] (1_1),3804,[3610_4405],3806,[3610_4405],121,20,[18_20] (1_157),152,53.20,57.24,214,182
99,177,1818,22,139,113,140,43,121_101_68,66_16_18,22,[18_35] (4_1),22,[18_35] (3_1),5402,[5100_6200],5402,[5100_6050],148,22,[4_32] (1_1),234,92.35,93.78,793,609
100,135,229,30,130,130,35,37,161_91_42,25_0_0,28,[19_46] (1_1),28,[19_46] (1_1),5764,[5000_6740],5764,[5000_6740],168,30,[30_35] (98_1),184,43.23,43.23,198,161
101,156,1317,28,122,101,135,18,81_90_83,32_10_19,28,[22_46] (2_1),28,[22_46] (1_1),5554,[5255_6640],5542,[5255_6640],161,28,[8_38] (1_2),198,90.74,92.33,615,466
102,119,278,25,117,112,30,15,104_64_65,21_3_3,23,[17_31] (1_1),23,[17_31] (1_1),5057,[4710_5620],5053,[4710_5620],186,25,[22_25] (1_159),193,57.91,59.71,169,145
103,130,698,30,106,105,85,97,131_57_27,15_1_0,29,[21_42] (1_1),29,[21_42] (1_1),7275,[6660_8025],7270,[6660_8025],187,30,[0_35] (1_7),219,84.81,84.96,183,111
104,108,136,24,107,104,20,28,74_41_24,5_4_2,19,[9_29] (1_1),19,[9_29] (1_1),2836,[2200_3355],2832,[2200_3355],149,24,[23_24] (1_28),159,21.32,23.53,65,65
105,128,1144,20,100,78,95,38,76_68_49,36_18_9,20,[15_53] (4_1),20,[15_53] (3_1),5057,[4350_7155],5037,[4350_7155],133,20,[15_25] (2_3),140,91.26,93.18,720,610
106,100,117,10,101,101,0,0,56_32_13,3_0_0,8,[7_10] (38_18),8,[7_10] (38_18),1974,[1705_2305],1974,[1705_2305],52,10,[10_10] (16_16),62,13.68,13.68,15,15
107,104,128,25,105,102,10,54,82_60_37,4_2_2,20,[9_30] (1_1),20,[9_29] (1_1),3295,[2425_4275],3285,[2425_4045],124,25,[25_25] (23_23),349,17.97,20.31,62,47
108,104,281,25,100,91,25,9,64_52_48,10_6_4,21,[9_31] (1_1),21,[9_30] (1_1),3435,[2900_4175],3413,[2900_4090],132,25,[0_25] (1_176),147,64.41,67.62,152,120
109,102,151,35,102,96,0,10,85_55_36,0_2_12,24,[12_35] (1_1),24,[12_35] (1_1),5683,[4880_6405],5666,[4880_6405],133,28,[9_35] (1_28),498,32.45,36.42,137,113
110,138,1277,25,94,74,90,30,67_63_43,37_14_19,25,[19_41] (2_1),25,[19_33] (2_1),5775,[5150_7885],5729,[5150_6900],564,25,[0_35] (1_1),146,92.64,94.21,572,453
111,114,857,25,87,71,55,46,61_58_67,14_9_12,24,[15_35] (1_1),24,[15_30] (1_2),5483,[4635_6810],5439,[4635_6020],240,25,[15_35] (1_1),265,89.85,91.72,407,274
112,87,102,25,87,85,0,21,78_32_19,3_0_3,21,[14_25] (1_4),21,[14_25] (1_4),4359,[3685_4865],4364,[3685_4865],111,25,[25_25] (15_15),153,14.71,16.67,40,40
113,91,235,20,85,81,25,26,44_32_23,4_2_5,17,[8_24] (1_1),17,[8_23] (1_3),4891,[4170_6310],4861,[4170_6005],109,20,[13_20] (1_146),141,63.83,65.53,95,72
114,101,579,25,80,78,55,61,69_46_12,12_0_3,24,[18_39] (2_2),24,[18_39] (2_1),4873,[4430_5895],4867,[4430_5895],184,25,[16_30] (1_2),168,86.18,86.53,185,158
115,85,316,25,76,68,40,31,47_60_45,19_4_5,23,[18_39] (2_1),23,[18_31] (2_1),3846,[3015_5075],3815,[3015_4840],139,25,[0_35] (1_2),194,75.95,78.48,245,207
116,95,576,20,79,74,55,1,39_25_29,29_2_3,20,[14_32] (1_1),20,[14_26] (1_3),3244,[2600_4115],3208,[2600_3865],140,20,[13_30] (1_1),148,86.28,87.15,270,194
117,77,79,25,77,75,0,0,41_27_15,0_2_0,15,[8_23] (1_1),15,[8_23] (1_1),3400,[2800_4030],3399,[2800_4030],96,25,[25_25] (2_2),147,2.53,5.06,14,14
118,80,168,25,81,81,25,76,87_53_23,5_0_0,23,[17_35] (1_1),23,[17_35] (1_1),6357,[5700_7455],6357,[5700_7455],168,25,[25_30] (84_3),159,51.79,51.79,60,33
119,88,322,25,81,72,35,8,52_34_20,11_7_7,22,[15_33] (1_1),22,[15_30] (1_1),4691,[3955_7160],4648,[3965_6080],115,25,[1_25] (1_239),252,74.84,77.64,191,176
120,84,378,20,76,64,20,24,66_46_38,20_8_6,19,[13_25] (1_1),19,[13_25] (1_1),4463,[3730_5105],4467,[3730_5095],133,20,[12_20] (1_300),473,79.89,83.07,216,201
121,78,101,15,85,84,10,0,45_29_10,2_1_0,11,[8_21] (7_1),11,[8_20] (7_1),1839,[1605_2005],1839,[1605_2005],68,15,[15_15] (16_16),84,15.84,16.83,15,15
122,83,228,25,84,83,45,49,87_38_25,13_1_0,24,[19_35] (2_1),24,[19_35] (2_1),3664,[3440_4490],3658,[3440_4490],159,25,[8_25] (1_142),200,63.16,63.60,104,87
123,102,678,27,91,82,25,19,72_63_67,13_3_8,25,[16_34] (1_1),25,[16_32] (1_1),3508,[3050_4005],3515,[3050_4005],149,27,[0_27] (1_582),178,86.58,87.91,225,149
124,132,1126,25,81,67,150,37,65_45_42,34_5_13,25,[19_42] (3_1),25,[19_41] (3_1),3517,[3195_4115],3475,[3195_4115],162,25,[0_30] (2_5),205,92.81,94.05,557,402
125,85,176,26,87,82,20,23,78_64_40,12_3_3,23,[14_35] (1_1),23,[14_35] (1_1),4290,[3850_5060],4292,[3850_5060],183,25,[2_31] (1_2),193,50.57,53.41,124,111
126,90,240,30,87,80,50,27,105_67_55,21_4_4,29,[22_38] (1_1),29,[22_38] (1_1),5197,[4750_5705],5201,[4750_5705],161,30,[13_30] (1_151),356,63.75,66.67,201,173
127,91,333,20,84,82,35,7,52_22_12,21_2_0,20,[16_26] (1_1),20,[16_26] (1_1),3027,[2600_3800],3031,[2600_3800],441,20,[20_20] (249_249),159,74.77,75.38,168,126
128,91,452,20,80,65,10,12,23_21_29,18_9_12,17,[4_27] (1_1),17,[6_21] (1_1),2971,[2200_3945],3009,[2200_3945],174,20,[0_25] (1_3),121,82.30,85.62,337,258
129,83,131,35,83,74,25,26,105_71_43,13_14_3,30,[16_47] (2_1),30,[16_37] (1_1),6649,[5840_7380],6630,[5840_7285],173,35,[26_35] (1_47),233,36.64,43.51,229,222
130,94,523,23,85,75,40,4,56_39_34,11_8_6,22,[15_33] (1_1),22,[17_31] (3_1),2479,[2215_3150],2464,[2215_2900],514,23,[23_28] (436_2),134,83.75,85.66,249,173
131,91,219,24,86,82,25,11,74_56_39,13_3_7,22,[17_31] (2_1),22,[17_29] (1_1),3816,[3350_4155],3810,[3350_4155],153,24,[24_29] (132_1),212,60.73,62.56,151,140
132,85,158,20,83,78,0,4,45_29_34,6_5_1,17,[8_20] (1_11),17,[8_20] (1_10),3127,[2775_3500],3126,[2775_3500],189,19,[2_20] (1_70),98,47.47,50.63,77,72
133,97,362,25,84,73,50,0,64_49_50,15_10_6,23,[18_34] (1_2),23,[18_31] (1_1),6668,[5110_8665],6641,[5215_8105],148,25,[0_30] (1_1),158,76.80,79.83,236,206
134,140,2082,20,62,43,140,29,47_38_30,44_17_8,22,[17_35] (1_1),22,[17_28] (1_1),3993,[3650_4950],3971,[3700_4405],153,20,[0_25] (3_6),160,97.02,97.93,787,476
135,104,987,20,55,52,150,8,42_11_8,26_2_1,21,[14_43] (1_1),21,[14_32] (1_1),3371,[3005_4260],3335,[3005_4150],160,20,[0_40] (1_1),148,94.43,94.73,688,314
