Level,User Count,Play Count,Start Moves,Win Count,Win No Booster Count,Win Extra Moves,Win Merged RB,Win Garage SCs,Win Booster SCs,Win Moves,Win Moves Range,Win No Booster Moves,Win No Booster Moves Range,Win Scores,Win Scores Range,Win No Booster Scores,Win No Booster Scores Range,Win Time,Lose Moves,Lose Moves Range,Lose Time,Lose Rate (%),Lose No Booster Rate (%),Used Coins,Win Used Coins
12-2,231,1258,20,613,597,1240,725,662_345_168,196_11_7,21,[15_36] (2_4),21,[15_36] (2_2),5301,[4265_6515],5286,[4265_6515],184,21,[0_28] (1_3),244,51.27,52.54,1674,1495
12-3,214,1140,20,605,591,1353,781,640_345_167,158_13_7,21,[15_64] (1_1),21,[15_46] (1_1),5315,[4140_7320],5301,[4140_6720],196,22,[0_45] (1_1),416,46.93,48.16,1799,1536
13-1,180,590,20,589,589,9,101,339_213_101,6_0_0,13,[8_22] (1_3),13,[8_22] (1_3),3801,[3450_4150],3801,[3450_4150],79,20,[20_20] (1_1),113,0.17,0.17,30,30
13-2,182,690,20,420,342,678,8,271_199_111,72_80_18,20,[11_55] (5_1),20,[11_44] (5_1),3384,[2980_5175],3376,[2980_4455],131,22,[17_33] (1_1),273,39.13,50.43,1599,1444
13-3,196,685,20,408,320,702,5,277_192_102,82_88_25,20,[12_43] (4_1),20,[12_39] (4_1),3383,[2890_4725],3379,[2890_4575],167,22,[19_33] (2_2),358,40.44,53.28,1568,1401
14-1,150,467,20,396,389,361,122,303_187_98,39_4_3,18,[11_35] (4_1),18,[11_35] (4_1),4473,[3605_5885],4467,[3605_5885],189,22,[11_28] (1_3),547,15.20,16.70,370,344
14-2,169,436,20,368,327,340,39,358_223_133,73_35_18,18,[11_46] (3_1),18,[11_39] (3_1),5940,[5075_8375],5917,[5075_7975],147,22,[20_28] (14_1),197,15.60,25.00,958,919
14-3,159,488,20,330,269,635,44,312_204_143,129_55_15,21,[12_41] (1_1),21,[12_41] (1_1),3986,[3180_5245],3967,[3180_5245],185,22,[18_23] (1_118),171,32.38,44.88,1330,1277
15-1,139,404,18,169,32,320,11,122_51_0,67_116_103,18,[2_29] (1_2),19,[14_28] (2_1),3476,[2980_4530],3416,[2980_3885],139,19,[15_33] (1_2),195,58.17,92.08,2522,2115
15-2,139,402,20,119,105,805,24,158_35_25,190_12_8,27,[20_78] (4_1),27,[20_44] (4_1),5236,[4000_10135],5140,[4000_7460],213,21,[0_35] (1_1),190,70.40,73.88,2543,2280
15-3,138,247,30,184,144,225,494,81_13_14,65_40_48,26,[2_68] (1_1),27,[15_55] (1_1),4354,[3620_5720],4281,[3620_5220],142,30,[0_45] (1_1),269,25.51,41.70,1614,1485
